MOLTID,TITLE,MOLTNBR,PANELNBR,CELLNBR,pname,cellname,ENTITY_MEASURED,UNITS,METHOD,VALUE,TEXT
MT3058,microRNA hsa-miR-219,358979,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,5.11516174,
MT3058,microRNA hsa-miR-219,358979,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,9.270011,
MT3058,microRNA hsa-miR-219,358979,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,5.11516174,
MT3058,microRNA hsa-miR-219,358979,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,0,
MT3058,microRNA hsa-miR-219,358979,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,0,
MT3118,microRNA hsa-miR-337,359039,9,24,Renal,TK-10,miRNA,miR copy number,RT-PCR,0,
MT3118,microRNA hsa-miR-337,359039,9,4,Renal,UO-31,miRNA,miR copy number,RT-PCR,0,
MT3118,microRNA hsa-miR-337,359039,11,1,Prostate,PC-3,miRNA,miR copy number,RT-PCR,0,
MT3118,microRNA hsa-miR-337,359039,11,3,Prostate,DU-145,miRNA,miR copy number,RT-PCR,0,
MT3118,microRNA hsa-miR-337,359039,5,1,Breast,MCF7,miRNA,miR copy number,RT-PCR,0,
MT3118,microRNA hsa-miR-337,359039,5,2,Ovarian,NCI/ADR-RES,miRNA,miR copy number,RT-PCR,0,
MT3118,microRNA hsa-miR-337,359039,5,5,Breast,MDA-MB-231/ATCC,miRNA,miR copy number,RT-PCR,0,
MT3118,microRNA hsa-miR-337,359039,5,6,Breast,HS 578T,miRNA,miR copy number,RT-PCR,0,
MT3118,microRNA hsa-miR-337,359039,5,11,Melanoma,MDA-MB-435,miRNA,miR copy number,RT-PCR,0,
MT3118,microRNA hsa-miR-337,359039,5,13,Breast,BT-549,miRNA,miR copy number,RT-PCR,0,
MT3118,microRNA hsa-miR-337,359039,5,14,Breast,T-47D,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,7,3,Leukemia,CCRF-CEM,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,7,8,Leukemia,HL-60(TB),miRNA,miR copy number,RT-PCR,5.10058375,
MT3119,microRNA hsa-miR-338,359040,7,5,Leukemia,K-562,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,5.11516174,
MT3119,microRNA hsa-miR-338,359040,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,8.46738433,
MT3119,microRNA hsa-miR-338,359040,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,5.11516174,
MT3119,microRNA hsa-miR-338,359040,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,82.5458824,
MT3119,microRNA hsa-miR-338,359040,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,73.3940594,
MT3119,microRNA hsa-miR-338,359040,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,19.337004,
MT3119,microRNA hsa-miR-338,359040,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,115.031758,
MT3119,microRNA hsa-miR-338,359040,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,9.86797664,
MT3119,microRNA hsa-miR-338,359040,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,53.029465,
MT3119,microRNA hsa-miR-338,359040,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,385.214504,
MT3119,microRNA hsa-miR-338,359040,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,10,5,Melanoma,SK-MEL-2,miRNA,miR copy number,RT-PCR,128.396509,
MT3119,microRNA hsa-miR-338,359040,10,8,Melanoma,SK-MEL-28,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,10,7,Melanoma,SK-MEL-5,miRNA,miR copy number,RT-PCR,22.4166432,
MT3119,microRNA hsa-miR-338,359040,10,21,Melanoma,UACC-257,miRNA,miR copy number,RT-PCR,24.5701431,
MT3119,microRNA hsa-miR-338,359040,10,20,Melanoma,UACC-62,miRNA,miR copy number,RT-PCR,18.3948094,
MT3119,microRNA hsa-miR-338,359040,6,10,Ovarian,IGROV1,miRNA,miR copy number,RT-PCR,9.89172301,
MT3119,microRNA hsa-miR-338,359040,6,1,Ovarian,OVCAR-3,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,6,2,Ovarian,OVCAR-4,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,6,3,Ovarian,OVCAR-5,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,6,5,Ovarian,OVCAR-8,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,6,11,Ovarian,SK-OV-3,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,9,18,Renal,786-0,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,9,13,Renal,A498,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,9,23,Renal,ACHN,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,9,15,Renal,CAKI-1,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,9,16,Renal,RXF-393,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,9,8,Renal,SN12C,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,9,24,Renal,TK-10,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,9,4,Renal,UO-31,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,11,1,Prostate,PC-3,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,11,3,Prostate,DU-145,miRNA,miR copy number,RT-PCR,8.55416912,
MT3119,microRNA hsa-miR-338,359040,5,1,Breast,MCF7,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,5,2,Ovarian,NCI/ADR-RES,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,5,5,Breast,MDA-MB-231/ATCC,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,5,6,Breast,HS 578T,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,5,11,Melanoma,MDA-MB-435,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,5,13,Breast,BT-549,miRNA,miR copy number,RT-PCR,0,
MT3119,microRNA hsa-miR-338,359040,5,14,Breast,T-47D,miRNA,miR copy number,RT-PCR,0,
MT3120,microRNA hsa-miR-339,359041,7,3,Leukemia,CCRF-CEM,miRNA,miR copy number,RT-PCR,74.0836921,
MT3120,microRNA hsa-miR-339,359041,7,8,Leukemia,HL-60(TB),miRNA,miR copy number,RT-PCR,700.336986,
MT3120,microRNA hsa-miR-339,359041,7,5,Leukemia,K-562,miRNA,miR copy number,RT-PCR,321.128902,
MT3120,microRNA hsa-miR-339,359041,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,23.1735181,
MT3120,microRNA hsa-miR-339,359041,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,281.363477,
MT3120,microRNA hsa-miR-339,359041,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,176.744751,
MT3120,microRNA hsa-miR-339,359041,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,70.5706405,
MT3120,microRNA hsa-miR-339,359041,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,222.885229,
MT3120,microRNA hsa-miR-339,359041,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,57.2415242,
MT3120,microRNA hsa-miR-339,359041,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,78.7771561,
MT3120,microRNA hsa-miR-339,359041,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,112.393925,
MT3120,microRNA hsa-miR-339,359041,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,183.004313,
MT3120,microRNA hsa-miR-339,359041,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,139.492407,
MT3120,microRNA hsa-miR-339,359041,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,125.890129,
MT3120,microRNA hsa-miR-339,359041,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,420.640223,
MT3120,microRNA hsa-miR-339,359041,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,80.2451484,
MT3120,microRNA hsa-miR-339,359041,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,117.774492,
MT3120,microRNA hsa-miR-339,359041,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,196.712528,
MT3120,microRNA hsa-miR-339,359041,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,164.313433,
MT3120,microRNA hsa-miR-339,359041,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,227.577122,
MT3120,microRNA hsa-miR-339,359041,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,182.157892,
MT3120,microRNA hsa-miR-339,359041,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,148.018584,
MT3120,microRNA hsa-miR-339,359041,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,93.4469348,
MT3120,microRNA hsa-miR-339,359041,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,64.2657659,
MT3120,microRNA hsa-miR-339,359041,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,147.329764,
MT3120,microRNA hsa-miR-339,359041,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,188.784695,
MT3120,microRNA hsa-miR-339,359041,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,33.2249176,
MT3120,microRNA hsa-miR-339,359041,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,150.972028,
MT3120,microRNA hsa-miR-339,359041,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,40.971608,
MT3120,microRNA hsa-miR-339,359041,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,137.798352,
MT3120,microRNA hsa-miR-339,359041,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,58.1583228,
MT3120,microRNA hsa-miR-339,359041,10,5,Melanoma,SK-MEL-2,miRNA,miR copy number,RT-PCR,440.593688,
MT3120,microRNA hsa-miR-339,359041,10,8,Melanoma,SK-MEL-28,miRNA,miR copy number,RT-PCR,51.3664285,
MT3120,microRNA hsa-miR-339,359041,10,7,Melanoma,SK-MEL-5,miRNA,miR copy number,RT-PCR,253.245658,
MT3120,microRNA hsa-miR-339,359041,10,21,Melanoma,UACC-257,miRNA,miR copy number,RT-PCR,55.5651022,
MT3120,microRNA hsa-miR-339,359041,10,20,Melanoma,UACC-62,miRNA,miR copy number,RT-PCR,93.1580724,
MT3120,microRNA hsa-miR-339,359041,6,10,Ovarian,IGROV1,miRNA,miR copy number,RT-PCR,301.525695,
MT3120,microRNA hsa-miR-339,359041,6,1,Ovarian,OVCAR-3,miRNA,miR copy number,RT-PCR,137.327176,
MT3120,microRNA hsa-miR-339,359041,6,2,Ovarian,OVCAR-4,miRNA,miR copy number,RT-PCR,73.3107683,
MT3120,microRNA hsa-miR-339,359041,6,3,Ovarian,OVCAR-5,miRNA,miR copy number,RT-PCR,109.851382,
MT3120,microRNA hsa-miR-339,359041,6,5,Ovarian,OVCAR-8,miRNA,miR copy number,RT-PCR,31.1612206,
MT3120,microRNA hsa-miR-339,359041,6,11,Ovarian,SK-OV-3,miRNA,miR copy number,RT-PCR,56.4012334,
MT3120,microRNA hsa-miR-339,359041,9,18,Renal,786-0,miRNA,miR copy number,RT-PCR,100.903342,
MT3120,microRNA hsa-miR-339,359041,9,13,Renal,A498,miRNA,miR copy number,RT-PCR,133.404381,
MT3120,microRNA hsa-miR-339,359041,9,23,Renal,ACHN,miRNA,miR copy number,RT-PCR,90.5504583,
MT3120,microRNA hsa-miR-339,359041,9,15,Renal,CAKI-1,miRNA,miR copy number,RT-PCR,42.3876768,
MT3120,microRNA hsa-miR-339,359041,9,16,Renal,RXF-393,miRNA,miR copy number,RT-PCR,93.50941,
MT3120,microRNA hsa-miR-339,359041,9,8,Renal,SN12C,miRNA,miR copy number,RT-PCR,92.6799035,
MT3120,microRNA hsa-miR-339,359041,9,24,Renal,TK-10,miRNA,miR copy number,RT-PCR,270.658238,
MT3120,microRNA hsa-miR-339,359041,9,4,Renal,UO-31,miRNA,miR copy number,RT-PCR,65.2669237,
MT3120,microRNA hsa-miR-339,359041,11,1,Prostate,PC-3,miRNA,miR copy number,RT-PCR,129.305392,
MT3120,microRNA hsa-miR-339,359041,11,3,Prostate,DU-145,miRNA,miR copy number,RT-PCR,121.082103,
MT3120,microRNA hsa-miR-339,359041,5,1,Breast,MCF7,miRNA,miR copy number,RT-PCR,540.5901,
MT3120,microRNA hsa-miR-339,359041,5,2,Ovarian,NCI/ADR-RES,miRNA,miR copy number,RT-PCR,49.3333148,
MT3120,microRNA hsa-miR-339,359041,5,5,Breast,MDA-MB-231/ATCC,miRNA,miR copy number,RT-PCR,62.9834899,
MT3120,microRNA hsa-miR-339,359041,5,6,Breast,HS 578T,miRNA,miR copy number,RT-PCR,176.326173,
MT3120,microRNA hsa-miR-339,359041,5,11,Melanoma,MDA-MB-435,miRNA,miR copy number,RT-PCR,58.4457894,
MT3120,microRNA hsa-miR-339,359041,5,13,Breast,BT-549,miRNA,miR copy number,RT-PCR,196.830009,
MT3120,microRNA hsa-miR-339,359041,5,14,Breast,T-47D,miRNA,miR copy number,RT-PCR,219.522494,
MT3121,microRNA hsa-miR-340,359042,7,3,Leukemia,CCRF-CEM,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,7,8,Leukemia,HL-60(TB),miRNA,miR copy number,RT-PCR,19.673859,
MT3121,microRNA hsa-miR-340,359042,7,5,Leukemia,K-562,miRNA,miR copy number,RT-PCR,7.93290297,
MT3121,microRNA hsa-miR-340,359042,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,5.11516174,
MT3121,microRNA hsa-miR-340,359042,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,11.2798637,
MT3121,microRNA hsa-miR-340,359042,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,8.57380125,
MT3121,microRNA hsa-miR-340,359042,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,5.33854459,
MT3121,microRNA hsa-miR-340,359042,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,5.11516174,
MT3121,microRNA hsa-miR-340,359042,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,102.967571,
MT3121,microRNA hsa-miR-340,359042,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,15.9038368,
MT3121,microRNA hsa-miR-340,359042,4,15,Colon,HCT-15,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,4,1,Colon,HT29,miRNA,miR copy number,RT-PCR,5.13482095,
MT3121,microRNA hsa-miR-340,359042,4,17,Colon,KM12,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,4,9,Colon,SW-620,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,12,14,CNS,SF-268,miRNA,miR copy number,RT-PCR,6.27822152,
MT3121,microRNA hsa-miR-340,359042,12,15,CNS,SF-295,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,12,16,CNS,SF-539,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,12,2,CNS,SNB-19,miRNA,miR copy number,RT-PCR,13.6034772,
MT3121,microRNA hsa-miR-340,359042,12,5,CNS,SNB-75,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,12,9,CNS,U251,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,10,1,Melanoma,LOX IMVI,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,10,2,Melanoma,MALME-3M,miRNA,miR copy number,RT-PCR,8.33571064,
MT3121,microRNA hsa-miR-340,359042,10,14,Melanoma,M14,miRNA,miR copy number,RT-PCR,12.5136678,
MT3121,microRNA hsa-miR-340,359042,10,5,Melanoma,SK-MEL-2,miRNA,miR copy number,RT-PCR,42.8739802,
MT3121,microRNA hsa-miR-340,359042,10,8,Melanoma,SK-MEL-28,miRNA,miR copy number,RT-PCR,5.58625225,
MT3121,microRNA hsa-miR-340,359042,10,7,Melanoma,SK-MEL-5,miRNA,miR copy number,RT-PCR,19.2157815,
MT3121,microRNA hsa-miR-340,359042,10,21,Melanoma,UACC-257,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,10,20,Melanoma,UACC-62,miRNA,miR copy number,RT-PCR,12.6474205,
MT3121,microRNA hsa-miR-340,359042,6,10,Ovarian,IGROV1,miRNA,miR copy number,RT-PCR,22.2962487,
MT3121,microRNA hsa-miR-340,359042,6,1,Ovarian,OVCAR-3,miRNA,miR copy number,RT-PCR,12.1487086,
MT3121,microRNA hsa-miR-340,359042,6,2,Ovarian,OVCAR-4,miRNA,miR copy number,RT-PCR,8.37432521,
MT3121,microRNA hsa-miR-340,359042,6,3,Ovarian,OVCAR-5,miRNA,miR copy number,RT-PCR,5.21566777,
MT3121,microRNA hsa-miR-340,359042,6,5,Ovarian,OVCAR-8,miRNA,miR copy number,RT-PCR,6.51018658,
MT3121,microRNA hsa-miR-340,359042,6,11,Ovarian,SK-OV-3,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,9,18,Renal,786-0,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,9,13,Renal,A498,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,9,23,Renal,ACHN,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,9,15,Renal,CAKI-1,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,9,16,Renal,RXF-393,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,9,8,Renal,SN12C,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,9,24,Renal,TK-10,miRNA,miR copy number,RT-PCR,6.75550253,
MT3121,microRNA hsa-miR-340,359042,9,4,Renal,UO-31,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,11,1,Prostate,PC-3,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,11,3,Prostate,DU-145,miRNA,miR copy number,RT-PCR,5.88206735,
MT3121,microRNA hsa-miR-340,359042,5,1,Breast,MCF7,miRNA,miR copy number,RT-PCR,17.1559899,
MT3121,microRNA hsa-miR-340,359042,5,2,Ovarian,NCI/ADR-RES,miRNA,miR copy number,RT-PCR,9.16854859,
MT3121,microRNA hsa-miR-340,359042,5,5,Breast,MDA-MB-231/ATCC,miRNA,miR copy number,RT-PCR,0,
MT3121,microRNA hsa-miR-340,359042,5,6,Breast,HS 578T,miRNA,miR copy number,RT-PCR,5.43262435,
MT3121,microRNA hsa-miR-340,359042,5,11,Melanoma,MDA-MB-435,miRNA,miR copy number,RT-PCR,19.8420343,
MT3121,microRNA hsa-miR-340,359042,5,13,Breast,BT-549,miRNA,miR copy number,RT-PCR,9.39259978,
MT3121,microRNA hsa-miR-340,359042,5,14,Breast,T-47D,miRNA,miR copy number,RT-PCR,6.71448531,
MT3122,microRNA hsa-miR-342,359043,7,3,Leukemia,CCRF-CEM,miRNA,miR copy number,RT-PCR,1037.85816,
MT3122,microRNA hsa-miR-342,359043,7,8,Leukemia,HL-60(TB),miRNA,miR copy number,RT-PCR,480.370055,
MT3122,microRNA hsa-miR-342,359043,7,5,Leukemia,K-562,miRNA,miR copy number,RT-PCR,128.678825,
MT3122,microRNA hsa-miR-342,359043,7,6,Leukemia,MOLT-4,miRNA,miR copy number,RT-PCR,626.866269,
MT3122,microRNA hsa-miR-342,359043,7,10,Leukemia,RPMI-8226,miRNA,miR copy number,RT-PCR,0,
MT3122,microRNA hsa-miR-342,359043,7,19,Leukemia,SR,miRNA,miR copy number,RT-PCR,149.413923,
MT3122,microRNA hsa-miR-342,359043,1,4,NSCLC,A549/ATCC,miRNA,miR copy number,RT-PCR,42.4417149,
MT3122,microRNA hsa-miR-342,359043,1,8,NSCLC,EKVX,miRNA,miR copy number,RT-PCR,219.936919,
MT3122,microRNA hsa-miR-342,359043,1,26,NSCLC,HOP-62,miRNA,miR copy number,RT-PCR,48.1956719,
MT3122,microRNA hsa-miR-342,359043,1,29,NSCLC,HOP-92,miRNA,miR copy number,RT-PCR,0,
MT3122,microRNA hsa-miR-342,359043,1,13,NSCLC,NCI-H226,miRNA,miR copy number,RT-PCR,15.6112353,
MT3122,microRNA hsa-miR-342,359043,1,1,NSCLC,NCI-H23,miRNA,miR copy number,RT-PCR,110.920888,
MT3122,microRNA hsa-miR-342,359043,1,17,NSCLC,NCI-H322M,miRNA,miR copy number,RT-PCR,104.906633,
MT3122,microRNA hsa-miR-342,359043,1,21,NSCLC,NCI-H460,miRNA,miR copy number,RT-PCR,44.8570139,
MT3122,microRNA hsa-miR-342,359043,1,3,NSCLC,NCI-H522,miRNA,miR copy number,RT-PCR,1657.16385,
MT3122,microRNA hsa-miR-342,359043,4,10,Colon,COLO 205,miRNA,miR copy number,RT-PCR,0,
MT3122,microRNA hsa-miR-342,359043,4,2,Colon,HCC-2998,miRNA,miR copy number,RT-PCR,0,
MT3122,microRNA hsa-miR-342,359043,4,3,Colon,HCT-116,miRNA,miR copy number,RT-PCR,135.732444,
