ID_NAME,CANCER TYPE,SURV
CANT1,Lung cancer,UPREG
CAT,Brain cancer,UPREG
CAT,Breast cancer,DOWNREG
CAT,Colorectal cancer,DOWNREG
CAT,Lung cancer,DOWNREG
CAT,Ovarian cancer,NEUTRAL
CBR1,Breast cancer,NEUTRAL
CBS,Blood cancer,DOWNREG
CBS,Brain cancer,DOWNREG
CBS,Lung cancer,UPREG
CBS,Skin cancer,UPREG
CD38,Blood cancer,NEUTRAL
CD38,Breast cancer,NEUTRAL
CD38,Colorectal cancer,UPREG
CD38,Prostate cancer,NEUTRAL
CDA,Breast cancer,NEUTRAL
CDA,Lung cancer,NEUTRAL
CDO1,Brain cancer,NEUTRAL
CDO1,Breast cancer,DOWNREG
CDO1,Colorectal cancer,UPREG
CDO1,Lung cancer,NEUTRAL
CDS1,Blood cancer,NEUTRAL
CDS1,Breast cancer,UPREG
CDS1,Lung cancer,DOWNREG
CDS2,Breast cancer,DOWNREG
CDS2,Lung cancer,UPREG
CEPT1,Breast cancer,DOWNREG
CEPT1,Lung cancer,UPREG
CES2,Breast cancer,UPREG
CH25H,Blood cancer,NEUTRAL
CH25H,Breast cancer,DOWNREG
CH25H,Colorectal cancer,NEUTRAL
CH25H,Lung cancer,NEUTRAL
CHAT,Breast cancer,UPREG
CHAT,Ovarian cancer,UPREG
CHDH,Breast cancer,NEUTRAL
CHDH,Colorectal cancer,DOWNREG
CHIA,Blood cancer,NEUTRAL
CHIA,Lung cancer,NEUTRAL
CHIT1,Breast cancer,NEUTRAL
CHKA,Blood cancer,NEUTRAL
CHKA,Breast cancer,NEUTRAL
CHKA,Lung cancer,DOWNREG
CHKA,Skin cancer,UPREG
CHKB,Lung cancer,DOWNREG
CHPF,Breast cancer,NEUTRAL
CHPF,Colorectal cancer,UPREG
CHPF,Lung cancer,UPREG
CHPF2,Brain cancer,UPREG
CHPF2,Lung cancer,UPREG
CHPF2,Ovarian cancer,DOWNREG
CHPF2,Skin cancer,UPREG
CHPT1,Blood cancer,UPREG
CHPT1,Breast cancer,NEUTRAL
CHPT1,Colorectal cancer,NEUTRAL
CHPT1,Lung cancer,NEUTRAL
CHST1,Blood cancer,DOWNREG
CHST1,Colorectal cancer,UPREG
CHST1,Ovarian cancer,NEUTRAL
CHST11,Colorectal cancer,UPREG
CHST11,Lung cancer,UPREG
CHST12,Lung cancer,DOWNREG
CHST13,Brain cancer,UPREG
CHST13,Colorectal cancer,NEUTRAL
CHST13,Lung cancer,DOWNREG
CHST14,Blood cancer,NEUTRAL
CHST14,Brain cancer,UPREG
CHST14,Breast cancer,NEUTRAL
CHST14,Colorectal cancer,UPREG
CHST2,Brain cancer,UPREG
CHST2,Breast cancer,NEUTRAL
CHST3,Brain cancer,DOWNREG
CHST3,Breast cancer,NEUTRAL
CHST3,Colorectal cancer,UPREG
CHST3,Lung cancer,UPREG
CHST3,Ovarian cancer,UPREG
CHST4,Breast cancer,UPREG
CHST5,Blood cancer,UPREG
CHST5,Brain cancer,NEUTRAL
CHST5,Breast cancer,NEUTRAL
CHST5,Lung cancer,UPREG
CHST6,Blood cancer,NEUTRAL
CHST6,Brain cancer,NEUTRAL
CHST6,Breast cancer,NEUTRAL
CHST6,Colorectal cancer,UPREG
CHST7,Blood cancer,NEUTRAL
CHST7,Brain cancer,UPREG
CHST7,Breast cancer,NEUTRAL
CHST7,Colorectal cancer,DOWNREG
CHST7,Ovarian cancer,NEUTRAL
CHSY1,Brain cancer,UPREG
CHSY1,Colorectal cancer,UPREG
CHSY3,Breast cancer,NEUTRAL
CHSY3,Colorectal cancer,UPREG
CHSY3,Ovarian cancer,NEUTRAL
CKB,Breast cancer,NEUTRAL
CKM,Lung cancer,NEUTRAL
CKMT1A,Ovarian cancer,NEUTRAL
CKMT1B,Breast cancer,NEUTRAL
CKMT2,Breast cancer,DOWNREG
CLC,Breast cancer,NEUTRAL
CLC,Colorectal cancer,DOWNREG
CLC,Ovarian cancer,NEUTRAL
CLYBL,Lung cancer,DOWNREG
CMAS,Breast cancer,UPREG
CMAS,Lung cancer,UPREG
CMAS,Ovarian cancer,NEUTRAL
CMPK1,Blood cancer,DOWNREG
CMPK1,Breast cancer,UPREG
CMPK1,Colorectal cancer,UPREG
CNDP1,Lung cancer,NEUTRAL
COASY,Lung cancer,UPREG
COL4A3BP,Breast cancer,NEUTRAL
COL4A3BP,Lung cancer,DOWNREG
COMT,Blood cancer,UPREG
COMT,Brain cancer,NEUTRAL
COMT,Breast cancer,UPREG
COMT,Lung cancer,UPREG
COMTD1,Breast cancer,UPREG
COMTD1,Colorectal cancer,DOWNREG
COQ2,Brain cancer,UPREG
COQ2,Breast cancer,NEUTRAL
COQ2,Lung cancer,UPREG
COQ2,Ovarian cancer,NEUTRAL
COQ3,Lung cancer,UPREG
COQ3,Skin cancer,UPREG
COQ6,Breast cancer,DOWNREG
COQ7,Breast cancer,DOWNREG
COQ7,Colorectal cancer,DOWNREG
COQ7,Lung cancer,DOWNREG
COX4I1,Brain cancer,DOWNREG
COX4I1,Breast cancer,UPREG
COX4I1,Colorectal cancer,DOWNREG
COX4I1,Lung cancer,DOWNREG
COX4I2,Breast cancer,UPREG
COX4I2,Lung cancer,UPREG
COX5A,Breast cancer,UPREG
COX5A,Colorectal cancer,DOWNREG
COX5A,Lung cancer,NEUTRAL
COX5B,Brain cancer,NEUTRAL
COX5B,Breast cancer,UPREG
COX5B,Colorectal cancer,DOWNREG
COX5B,Lung cancer,UPREG
COX5B,Ovarian cancer,NEUTRAL
COX5B,Renal cell carcinoma,DOWNREG
COX6A1,Colorectal cancer,DOWNREG
COX6A1,Lung cancer,UPREG
COX6A2,Breast cancer,DOWNREG
COX6B1,Brain cancer,UPREG
COX6B1,Breast cancer,UPREG
COX6B1,Colorectal cancer,DOWNREG
COX6B1,Lung cancer,UPREG
COX6B2,Breast cancer,DOWNREG
COX6C,Blood cancer,UPREG
COX6C,Breast cancer,NEUTRAL
COX6C,Lung cancer,UPREG
COX7A1,Blood cancer,UPREG
COX7A1,Breast cancer,UPREG
COX7A1,Colorectal cancer,UPREG
COX7A1,Lung cancer,UPREG
COX7A1,Ovarian cancer,NEUTRAL
COX7A2,Blood cancer,UPREG
COX7A2,Brain cancer,DOWNREG
COX7A2,Breast cancer,UPREG
COX7A2,Colorectal cancer,UPREG
COX7A2,Lung cancer,DOWNREG
COX7A2,Ovarian cancer,DOWNREG
COX7A2,Skin cancer,UPREG
COX7A2L,Lung cancer,UPREG
COX7B,Blood cancer,UPREG
COX7B,Breast cancer,UPREG
COX7B,Colorectal cancer,DOWNREG
COX7B,Lung cancer,UPREG
COX7B2,Colorectal cancer,DOWNREG
COX7B2,Skin cancer,UPREG
COX7C,Brain cancer,UPREG
COX7C,Breast cancer,NEUTRAL
COX7C,Lung cancer,UPREG
COX7C,Ovarian cancer,UPREG
COX8A,Breast cancer,UPREG
COX8A,Lung cancer,UPREG
COX8C,Breast cancer,UPREG
CPOX,Lung cancer,UPREG
CPOX,Skin cancer,UPREG
CPS1,Brain cancer,DOWNREG
CPS1,Breast cancer,NEUTRAL
CPS1,Lung cancer,UPREG
CPT1A,Blood cancer,UPREG
CPT1A,Breast cancer,UPREG
CPT1A,Colorectal cancer,NEUTRAL
CPT1A,Lung cancer,DOWNREG
CPT1A,Prostate cancer,NEUTRAL
CPT1B,Blood cancer,NEUTRAL
CPT1B,Breast cancer,UPREG
CPT1B,Colorectal cancer,DOWNREG
CPT1B,Lung cancer,NEUTRAL
CPT1C,Ovarian cancer,NEUTRAL
CPT2,Colorectal cancer,NEUTRAL
CPT2,Ovarian cancer,NEUTRAL
CRAT,Ovarian cancer,DOWNREG
CRLS1,Brain cancer,UPREG
CRLS1,Lung cancer,UPREG
CRLS1,Skin cancer,UPREG
CROT,Brain cancer,NEUTRAL
CROT,Lung cancer,UPREG
CS,Colorectal cancer,DOWNREG
CS,Lung cancer,UPREG
CSAD,Breast cancer,NEUTRAL
CSAD,Colorectal cancer,DOWNREG
CSAD,Lung cancer,DOWNREG
CSGALNACT1,Blood cancer,NEUTRAL
CSGALNACT1,Ovarian cancer,NEUTRAL
CSGALNACT2,Colorectal cancer,UPREG
CSGALNACT2,Lung cancer,DOWNREG
CSGALNACT2,Ovarian cancer,UPREG
CTH,Blood cancer,DOWNREG
CTH,Brain cancer,DOWNREG
CTH,Breast cancer,NEUTRAL
CTH,Skin cancer,UPREG
CTPS2,Brain cancer,UPREG
CTPS2,Breast cancer,DOWNREG
CTPS2,Colorectal cancer,UPREG
CTPS2,Lung cancer,UPREG
CTSA,Breast cancer,UPREG
CTSA,Lung cancer,UPREG
CYB5D1,Breast cancer,DOWNREG
CYB5D1,Lung cancer,DOWNREG
CYB5D1,Ovarian cancer,NEUTRAL
CYBRD1,Brain cancer,NEUTRAL
CYBRD1,Breast cancer,NEUTRAL
CYBRD1,Lung cancer,DOWNREG
CYC1,Breast cancer,NEUTRAL
CYC1,Lung cancer,UPREG
CYC1,Prostate cancer,UPREG
CYC1,Skin cancer,UPREG
CYP11A1,Breast cancer,DOWNREG
CYP11A1,Lung cancer,UPREG
CYP11B2,Blood cancer,UPREG
CYP11B2,Breast cancer,NEUTRAL
CYP11B2,Colorectal cancer,DOWNREG
CYP11B2,Lung cancer,UPREG
CYP17A1,Brain cancer,UPREG
CYP17A1,Lung cancer,DOWNREG
CYP1A1,Breast cancer,NEUTRAL
CYP1A1,Colorectal cancer,DOWNREG
CYP1A2,Breast cancer,NEUTRAL
CYP1A2,Colorectal cancer,DOWNREG
CYP1A2,Lung cancer,DOWNREG
CYP1B1,Breast cancer,UPREG
CYP1B1,Colorectal cancer,NEUTRAL
CYP1B1,Ovarian cancer,NEUTRAL
CYP21A2,Colorectal cancer,DOWNREG
CYP24A1,Lung cancer,NEUTRAL
CYP27A1,Blood cancer,DOWNREG
CYP27A1,Brain cancer,UPREG
CYP27A1,Breast cancer,DOWNREG
CYP27A1,Prostate cancer,NEUTRAL
CYP27B1,Brain cancer,UPREG
CYP27B1,Skin cancer,UPREG
CYP2A13,Breast cancer,UPREG
CYP2A13,Colorectal cancer,DOWNREG
CYP2A13,Lung cancer,NEUTRAL
CYP2A13,Ovarian cancer,UPREG
CYP2A6,Blood cancer,DOWNREG
CYP2A6,Ovarian cancer,UPREG
CYP2C19,Breast cancer,UPREG
CYP2C19,Lung cancer,DOWNREG
CYP2C8,Breast cancer,NEUTRAL
CYP2C9,Breast cancer,NEUTRAL
CYP2D6,Breast cancer,NEUTRAL
CYP2D6,Lung cancer,UPREG
CYP2D6,Ovarian cancer,UPREG
CYP2E1,Brain cancer,DOWNREG
CYP2E1,Breast cancer,NEUTRAL
CYP2E1,Lung cancer,NEUTRAL
CYP2F1,Breast cancer,NEUTRAL
CYP2F1,Colorectal cancer,DOWNREG
CYP39A1,Brain cancer,UPREG
CYP39A1,Colorectal cancer,NEUTRAL
CYP39A1,Lung cancer,DOWNREG
CYP3A4,Breast cancer,UPREG
CYP3A4,Ovarian cancer,UPREG
CYP3A43,Blood cancer,NEUTRAL
CYP3A43,Brain cancer,DOWNREG
CYP3A43,Lung cancer,UPREG
CYP3A43,Ovarian cancer,UPREG
CYP3A5,Breast cancer,UPREG
CYP3A7,Breast cancer,UPREG
CYP3A7,Ovarian cancer,UPREG
CYP46A1,Brain cancer,NEUTRAL
CYP46A1,Lung cancer,NEUTRAL
CYP4A11,Lung cancer,UPREG
CYP4F12,Breast cancer,NEUTRAL
CYP4F12,Lung cancer,NEUTRAL
CYP4F2,Brain cancer,UPREG
CYP4F2,Breast cancer,DOWNREG
CYP4F2,Lung cancer,NEUTRAL
CYP4F2,Ovarian cancer,UPREG
CYP4F3,Brain cancer,NEUTRAL
CYP4F3,Breast cancer,NEUTRAL
CYP51A1,Blood cancer,NEUTRAL
CYP51A1,Ovarian cancer,UPREG
CYP51A1,Skin cancer,UPREG
CYP7A1,Blood cancer,NEUTRAL
CYP7B1,Brain cancer,DOWNREG
CYP7B1,Lung cancer,UPREG
DAD1,Lung cancer,UPREG
DAO,Colorectal cancer,DOWNREG
DBT,Brain cancer,NEUTRAL
DBT,Breast cancer,DOWNREG
DBT,Lung cancer,DOWNREG
DBT,Skin cancer,UPREG
DCK,Blood cancer,NEUTRAL
DCK,Breast cancer,NEUTRAL
DCK,Lung cancer,NEUTRAL
DCK,Ovarian cancer,UPREG
DCT,Brain cancer,DOWNREG
DCT,Colorectal cancer,DOWNREG
DCT,Lung cancer,NEUTRAL
DCT,Ovarian cancer,DOWNREG
DCTD,Brain cancer,UPREG
DCTD,Breast cancer,DOWNREG
DCXR,Brain cancer,UPREG
DCXR,Colorectal cancer,DOWNREG
DCXR,Prostate cancer,NEUTRAL
DCXR,Skin cancer,UPREG
DDC,Breast cancer,NEUTRAL
DDC,Colorectal cancer,NEUTRAL
DDC,Ovarian cancer,NEUTRAL
DDO,Blood cancer,NEUTRAL
DDO,Brain cancer,NEUTRAL
DDO,Colorectal cancer,DOWNREG
DDO,Lung cancer,DOWNREG
DDOST,Brain cancer,UPREG
DDOST,Breast cancer,NEUTRAL
DDOST,Lung cancer,UPREG
DDOST,Skin cancer,UPREG
DEGS1,Blood cancer,DOWNREG
DEGS1,Breast cancer,NEUTRAL
DGAT1,Breast cancer,NEUTRAL
DGAT1,Skin cancer,UPREG
DGAT2,Breast cancer,NEUTRAL
DGKA,Brain cancer,DOWNREG
DGKA,Breast cancer,NEUTRAL
DGKA,Lung cancer,NEUTRAL
DGKA,Prostate cancer,NEUTRAL
DGKB,Breast cancer,NEUTRAL
DGKB,Ovarian cancer,UPREG
DGKD,Breast cancer,NEUTRAL
DGKD,Colorectal cancer,DOWNREG
DGKE,Breast cancer,NEUTRAL
DGKG,Breast cancer,DOWNREG
DGKH,Colorectal cancer,DOWNREG
DGKH,Lung cancer,UPREG
DGKI,Brain cancer,NEUTRAL
DGKI,Breast cancer,UPREG
DGKI,Ovarian cancer,UPREG
DGKQ,Breast cancer,NEUTRAL
DGKQ,Colorectal cancer,DOWNREG
DGKQ,Lung cancer,DOWNREG
DGKZ,Blood cancer,DOWNREG
DGKZ,Breast cancer,NEUTRAL
DGUOK,Breast cancer,UPREG
DGUOK,Lung cancer,UPREG
DHCR24,Breast cancer,NEUTRAL
DHCR24,Skin cancer,UPREG
DHCR7,Blood cancer,NEUTRAL
DHCR7,Breast cancer,UPREG
DHCR7,Lung cancer,NEUTRAL
DHFR,Blood cancer,NEUTRAL
DHFR,Brain cancer,UPREG
DHFR,Breast cancer,UPREG
DHFR,Colorectal cancer,DOWNREG
DHFR,Lung cancer,NEUTRAL
DHFR,Ovarian cancer,NEUTRAL
DHFR,Prostate cancer,NEUTRAL
DHFR,Skin cancer,UPREG
DHODH,Breast cancer,UPREG
DHODH,Colorectal cancer,UPREG
DLAT,Breast cancer,UPREG
DLAT,Lung cancer,UPREG
DLD,Skin cancer,UPREG
DLST,Breast cancer,NEUTRAL
DMGDH,Breast cancer,NEUTRAL
DMGDH,Lung cancer,DOWNREG
DNMT1,Blood cancer,UPREG
DNMT1,Brain cancer,UPREG
DNMT1,Breast cancer,UPREG
DNMT1,Lung cancer,UPREG
DNMT1,Prostate cancer,NEUTRAL
DNMT3A,Blood cancer,DOWNREG
DNMT3A,Brain cancer,UPREG
DNMT3A,Breast cancer,UPREG
DNMT3A,Colorectal cancer,DOWNREG
DNMT3A,Lung cancer,UPREG
DNMT3B,Blood cancer,NEUTRAL
DNMT3B,Brain cancer,NEUTRAL
DNMT3B,Breast cancer,UPREG
DNMT3B,Lung cancer,UPREG
DNMT3B,Ovarian cancer,UPREG
DOT1L,Brain cancer,NEUTRAL
DOT1L,Breast cancer,NEUTRAL
DPM1,Brain cancer,UPREG
DPM1,Breast cancer,NEUTRAL
DPM1,Lung cancer,UPREG
DPM1,Ovarian cancer,UPREG
DPM2,Breast cancer,UPREG
DPM3,Breast cancer,NEUTRAL
DPM3,Skin cancer,UPREG
DPYD,Blood cancer,NEUTRAL
DPYD,Brain cancer,NEUTRAL
DPYD,Breast cancer,NEUTRAL
DPYD,Colorectal cancer,NEUTRAL
DPYD,Lung cancer,UPREG
DPYD,Ovarian cancer,NEUTRAL
DPYD,Skin cancer,UPREG
DPYS,Colorectal cancer,DOWNREG
DPYS,Renal cell carcinoma,DOWNREG
DPYSL2,Blood cancer,NEUTRAL
DPYSL2,Breast cancer,DOWNREG
DPYSL2,Colorectal cancer,NEUTRAL
DPYSL2,Lung cancer,NEUTRAL
DPYSL3,Blood cancer,NEUTRAL
DPYSL3,Breast cancer,NEUTRAL
DPYSL3,Colorectal cancer,NEUTRAL
DPYSL3,Lung cancer,NEUTRAL
DTYMK,Blood cancer,UPREG
DTYMK,Brain cancer,UPREG
DTYMK,Breast cancer,UPREG
DTYMK,Colorectal cancer,DOWNREG
DTYMK,Lung cancer,UPREG
DTYMK,Skin cancer,UPREG
DUOX1,Brain cancer,DOWNREG
DUOX1,Breast cancer,NEUTRAL
DUOX1,Colorectal cancer,DOWNREG
DUOX1,Lung cancer,DOWNREG
DUOX1,Ovarian cancer,NEUTRAL
DUT,Brain cancer,UPREG
DUT,Breast cancer,UPREG
DUT,Lung cancer,UPREG
DUT,Skin cancer,UPREG
EBP,Blood cancer,NEUTRAL
EBP,Brain cancer,UPREG
EBP,Breast cancer,UPREG
EBP,Lung cancer,UPREG
EBP,Skin cancer,UPREG
ECH1,Brain cancer,DOWNREG
ECH1,Breast cancer,UPREG
ECH1,Ovarian cancer,UPREG
ECHDC2,Blood cancer,NEUTRAL
ECHDC2,Brain cancer,UPREG
ECHDC2,Breast cancer,NEUTRAL
ECHDC2,Colorectal cancer,DOWNREG
ECHDC2,Lung cancer,DOWNREG
ECHS1,Breast cancer,UPREG
ECHS1,Lung cancer,UPREG
ECHS1,Skin cancer,UPREG
ECI1,Breast cancer,NEUTRAL
EHMT1,Colorectal cancer,DOWNREG
EHMT1,Ovarian cancer,UPREG
EHMT2,Brain cancer,UPREG
EHMT2,Colorectal cancer,DOWNREG
EHMT2,Lung cancer,NEUTRAL
EHMT2,Ovarian cancer,NEUTRAL
ELOVL4,Colorectal cancer,UPREG
ELOVL4,Lung cancer,NEUTRAL
ENGASE,Lung cancer,DOWNREG
ENO1,Brain cancer,UPREG
ENO1,Breast cancer,UPREG
ENO1,Lung cancer,UPREG
ENO2,Blood cancer,NEUTRAL
ENO2,Colorectal cancer,UPREG
ENO2,Lung cancer,UPREG
ENO3,Breast cancer,NEUTRAL
ENO3,Lung cancer,UPREG
ENO3,Ovarian cancer,UPREG
ENPP1,Breast cancer,NEUTRAL
ENPP1,Colorectal cancer,NEUTRAL
ENPP1,Lung cancer,UPREG
ENPP1,Ovarian cancer,NEUTRAL
ENPP2,Blood cancer,NEUTRAL
ENPP2,Breast cancer,NEUTRAL
ENPP2,Colorectal cancer,UPREG
ENPP2,Lung cancer,DOWNREG
ENPP2,Ovarian cancer,NEUTRAL
ENPP3,Breast cancer,UPREG
ENPP3,Colorectal cancer,UPREG
ENPP3,Ovarian cancer,UPREG
ENTPD1,Breast cancer,DOWNREG
ENTPD1,Lung cancer,UPREG
ENTPD2,Breast cancer,UPREG
ENTPD2,Lung cancer,NEUTRAL
ENTPD2,Ovarian cancer,UPREG
ENTPD4,Blood cancer,NEUTRAL
ENTPD4,Breast cancer,DOWNREG
ENTPD4,Colorectal cancer,DOWNREG
ENTPD5,Breast cancer,NEUTRAL
ENTPD5,Colorectal cancer,NEUTRAL
ENTPD6,Brain cancer,DOWNREG
ENTPD6,Skin cancer,UPREG
EPX,Breast cancer,NEUTRAL
EPX,Ovarian cancer,UPREG
ESD,Breast cancer,DOWNREG
ESD,Lung cancer,DOWNREG
ESD,Ovarian cancer,NEUTRAL
ETFA,Breast cancer,NEUTRAL
ETFA,Lung cancer,UPREG
ETFB,Colorectal cancer,UPREG
ETFB,Lung cancer,UPREG
ETFDH,Breast cancer,DOWNREG
ETNK1,Brain cancer,DOWNREG
ETNK1,Breast cancer,UPREG
ETNK1,Colorectal cancer,UPREG
ETNK1,Lung cancer,DOWNREG
ETNK1,Ovarian cancer,NEUTRAL
ETNK2,Breast cancer,NEUTRAL
ETNK2,Lung cancer,NEUTRAL
ETNK2,Ovarian cancer,UPREG
EXT1,Breast cancer,NEUTRAL
EXT1,Lung cancer,UPREG
EXT2,Lung cancer,NEUTRAL
EXT2,Ovarian cancer,NEUTRAL
EXTL1,Colorectal cancer,DOWNREG
EXTL1,Ovarian cancer,UPREG
EXTL2,Breast cancer,DOWNREG
EXTL2,Colorectal cancer,UPREG
EXTL2,Lung cancer,NEUTRAL
EXTL3,Blood cancer,UPREG
EXTL3,Skin cancer,UPREG
FADS1,Blood cancer,NEUTRAL
FADS1,Brain cancer,DOWNREG
FADS1,Breast cancer,NEUTRAL
FADS1,Colorectal cancer,UPREG
FADS1,Lung cancer,NEUTRAL
FADS1,Ovarian cancer,DOWNREG
FADS2,Brain cancer,NEUTRAL
FADS2,Breast cancer,NEUTRAL
FADS2,Lung cancer,NEUTRAL
FAH,Brain cancer,UPREG
FAH,Breast cancer,NEUTRAL
FAH,Skin cancer,UPREG
FASN,Ovarian cancer,NEUTRAL
FASN,Skin cancer,UPREG
FBP1,Brain cancer,UPREG
FBP1,Breast cancer,NEUTRAL
FBP1,Lung cancer,NEUTRAL
FBP1,Ovarian cancer,NEUTRAL
FBP2,Breast cancer,DOWNREG
FDFT1,Brain cancer,DOWNREG
FDFT1,Breast cancer,UPREG
FDPS,Blood cancer,UPREG
FDPS,Breast cancer,UPREG
FDPS,Lung cancer,UPREG
FDPS,Skin cancer,UPREG
FECH,Blood cancer,NEUTRAL
FECH,Breast cancer,DOWNREG
FECH,Lung cancer,DOWNREG
FH,Blood cancer,NEUTRAL
FH,Brain cancer,UPREG
FH,Breast cancer,UPREG
FH,Colorectal cancer,DOWNREG
FH,Lung cancer,UPREG
FH,Skin cancer,UPREG
FLAD1,Brain cancer,UPREG
FLAD1,Breast cancer,UPREG
FLAD1,Colorectal cancer,DOWNREG
FLAD1,Lung cancer,UPREG
FLAD1,Skin cancer,UPREG
FOLR1,Brain cancer,DOWNREG
FOLR1,Breast cancer,UPREG
FOLR1,Lung cancer,NEUTRAL
FOLR3,Breast cancer,NEUTRAL
FOLR3,Ovarian cancer,NEUTRAL
FPGS,Lung cancer,DOWNREG
FPGS,Ovarian cancer,NEUTRAL
FPGT,Brain cancer,UPREG
FPGT,Breast cancer,DOWNREG
FPGT,Lung cancer,DOWNREG
FTCD,Breast cancer,NEUTRAL
FTCD,Lung cancer,NEUTRAL
FTCD,Ovarian cancer,UPREG
FUCA1,Blood cancer,NEUTRAL
FUCA1,Brain cancer,UPREG
FUCA1,Breast cancer,NEUTRAL
FUCA1,Colorectal cancer,DOWNREG
FUCA1,Lung cancer,DOWNREG
FUCA1,Prostate cancer,NEUTRAL
FUCA2,Brain cancer,UPREG
FUCA2,Colorectal cancer,DOWNREG
FUCA2,Lung cancer,UPREG
FUCA2,Ovarian cancer,UPREG
FUK,Breast cancer,UPREG
FUT1,Breast cancer,UPREG
FUT1,Lung cancer,NEUTRAL
FUT3,Brain cancer,NEUTRAL
FUT3,Breast cancer,UPREG
FUT3,Colorectal cancer,NEUTRAL
FUT3,Lung cancer,UPREG
FUT8,Brain cancer,DOWNREG
FUT8,Breast cancer,NEUTRAL
FUT8,Lung cancer,UPREG
FUT9,Blood cancer,NEUTRAL
FUT9,Brain cancer,NEUTRAL
FUT9,Colorectal cancer,UPREG
FUT9,Lung cancer,NEUTRAL
FUT9,Ovarian cancer,UPREG
G6PC,Blood cancer,NEUTRAL
G6PC,Colorectal cancer,UPREG
G6PC3,Breast cancer,NEUTRAL
G6PC3,Lung cancer,UPREG
G6PC3,Skin cancer,UPREG
G6PD,Breast cancer,NEUTRAL
G6PD,Lung cancer,UPREG
G6PD,Skin cancer,UPREG
GAA,Colorectal cancer,UPREG
GAD1,Blood cancer,DOWNREG
GAD1,Brain cancer,NEUTRAL
GAD1,Colorectal cancer,NEUTRAL
GAD1,Lung cancer,NEUTRAL
GAD2,Brain cancer,NEUTRAL
GAD2,Breast cancer,NEUTRAL
GAD2,Colorectal cancer,DOWNREG
GAD2,Lung cancer,NEUTRAL
GAL3ST1,Blood cancer,NEUTRAL
GALC,Breast cancer,DOWNREG
GALC,Ovarian cancer,NEUTRAL
GALE,Brain cancer,UPREG
GALE,Skin cancer,UPREG
GALK1,Breast cancer,NEUTRAL
GALK1,Lung cancer,NEUTRAL
GALK2,Brain cancer,DOWNREG
GALK2,Breast cancer,UPREG
GALK2,Lung cancer,UPREG
GALNS,Brain cancer,UPREG
GALNS,Breast cancer,NEUTRAL
GALNT1,Breast cancer,UPREG
GALNT1,Colorectal cancer,UPREG
GALNT1,Lung cancer,UPREG
GALNT1,Ovarian cancer,NEUTRAL
GALNT10,Breast cancer,NEUTRAL
GALNT10,Lung cancer,DOWNREG
GALNT10,Ovarian cancer,NEUTRAL
GALNT12,Blood cancer,NEUTRAL
GALNT12,Brain cancer,UPREG
GALNT12,Lung cancer,NEUTRAL
GALNT12,Ovarian cancer,NEUTRAL
GALNT13,Brain cancer,NEUTRAL
GALNT13,Ovarian cancer,NEUTRAL
GALNT14,Blood cancer,NEUTRAL
GALNT14,Breast cancer,NEUTRAL
GALNT14,Lung cancer,NEUTRAL
GALNT2,Blood cancer,UPREG
GALNT2,Breast cancer,NEUTRAL
GALNT2,Lung cancer,UPREG
GALNT3,Breast cancer,NEUTRAL
GALNT4,Breast cancer,DOWNREG
GALNT4,Lung cancer,UPREG
GALNT4,Ovarian cancer,NEUTRAL
GALNT5,Blood cancer,NEUTRAL
GALNT5,Brain cancer,NEUTRAL
GALNT6,Lung cancer,NEUTRAL
GALNT7,Breast cancer,NEUTRAL
GALNT7,Ovarian cancer,NEUTRAL
GALNT9,Blood cancer,DOWNREG
GALNT9,Brain cancer,DOWNREG
GALNT9,Breast cancer,DOWNREG
GALT,Breast cancer,UPREG
GALT,Colorectal cancer,UPREG
GALT,Lung cancer,DOWNREG
GAMT,Breast cancer,NEUTRAL
GAMT,Colorectal cancer,DOWNREG
GANC,Blood cancer,UPREG
GANC,Lung cancer,DOWNREG
GAPDH,Breast cancer,UPREG
GAPDH,Lung cancer,UPREG
GAPDH,Prostate cancer,UPREG
GAPDH,Skin cancer,UPREG
GAPDHS,Lung cancer,UPREG
GART,Blood cancer,NEUTRAL
GART,Brain cancer,UPREG
GART,Breast cancer,UPREG
GART,Colorectal cancer,DOWNREG
GART,Lung cancer,UPREG
GART,Ovarian cancer,UPREG
GART,Skin cancer,UPREG
GATM,Brain cancer,NEUTRAL
GATM,Breast cancer,NEUTRAL
GATM,Colorectal cancer,NEUTRAL
GATM,Lung cancer,NEUTRAL
GBA,Lung cancer,UPREG
GBA,Skin cancer,UPREG
GBA3,Blood cancer,NEUTRAL
GBA3,Colorectal cancer,NEUTRAL
GBE1,Breast cancer,NEUTRAL
GBE1,Colorectal cancer,UPREG
GBE1,Lung cancer,UPREG
GBE1,Ovarian cancer,NEUTRAL
GCAT,Breast cancer,NEUTRAL
GCDH,Brain cancer,DOWNREG
GCDH,Breast cancer,NEUTRAL
GCDH,Lung cancer,DOWNREG
GCDH,Ovarian cancer,NEUTRAL
GCH1,Breast cancer,NEUTRAL
GCH1,Ovarian cancer,NEUTRAL
GCK,Brain cancer,NEUTRAL
GCK,Breast cancer,UPREG
GCLC,Blood cancer,UPREG
GCLC,Brain cancer,DOWNREG
GCLC,Breast cancer,DOWNREG
GCLC,Lung cancer,UPREG
GCLC,Ovarian cancer,NEUTRAL
GCLM,Blood cancer,NEUTRAL
GCLM,Brain cancer,UPREG
GCLM,Breast cancer,UPREG
GCLM,Lung cancer,UPREG
GCNT1,Breast cancer,UPREG
