TYPE	ID_NAME	ID_DESCRIPTION	DATA_POSTPROCESSING	DATASET	CANCER TYPE	SUBTYPE	ENDPOINT	COHORT	CONTRIBUTOR	ARRAY TYPE	PROBE ID	N	CUTPOINT	MINIMUM P-VALUE	CORRECTED P-VALUE	ln(HR-high / HR-low)	COX P-VALUE	ln(HR)	HR [95% CI-low CI-upp]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE17537	Colorectal cancer		Overall Survival	VMC	Smith	HG-U133_Plus_2	1569773_at	55	0.218182	0.051302	-	-0.887933	0.251097	-2.37301	0.09 [0.00 - 5.36]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE17537	Colorectal cancer		Disease Specific Survival	VMC	Smith	HG-U133_Plus_2	210192_at	49	0.306122	0.438968	-	-0.44972	0.840801	-0.102779	0.90 [0.33 - 2.46]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE17537	Colorectal cancer		Disease Free Survival	VMC	Smith	HG-U133_Plus_2	1569773_at	55	0.490909	0.00806082	0.1371	-1.40051	0.0275114	-4.99076	0.01 [0.00 - 0.58]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE11595	Esophagus cancer	Adenocarcinoma	Overall Survival	Sutton	Giddings	CRUKDMF_22K_v1.0.0	322514	34	0.823529	0.0137681	0.204777	1.20065	0.641064	0.217582	1.24 [0.50 - 3.10]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE22138	Eye cancer	Uveal melanoma	Distant Metastasis Free Survival	BRCIC	Laurent	HG-U133_Plus_2	213106_at	63	0.603175	0.0246752	0.310224	-0.822084	0.0730787	-0.219771	0.80 [0.63 - 1.02]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE22138	Eye cancer	Uveal melanoma	Distant Metastasis Free Survival	BRCIC	Laurent	HG-U133_Plus_2	1569773_at	63	0.190476	0.000438959	0.0126764	-1.25157	0.497041	-3.39749	0.03 [0.00 - 606.37]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE22138	Eye cancer	Uveal melanoma	Distant Metastasis Free Survival	BRCIC	Laurent	HG-U133_Plus_2	210192_at	63	0.539683	0.000129725	0.00440263	-1.3819	0.980137	-0.0272724	0.97 [0.11 - 8.33]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE2837	Head and neck cancer	Squamous cell carcinoma	Relapse Free Survival	VUMC, VAMC, UTMDACC (1992-2005)	Chung	U133_X3P	Hs2.382840.1.S1_3p_at	28	0.5	0.0672245	-	-1.06577	0.197275	-1.70724	0.18 [0.01 - 2.43]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE2837	Head and neck cancer	Squamous cell carcinoma	Relapse Free Survival	VUMC, VAMC, UTMDACC (1992-2005)	Chung	U133_X3P	g4704323_3p_at	28	0.75	0.132812	-	-1.11021	0.298592	-6.57576	0.00 [0.00 - 338.14]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE2837	Head and neck cancer	Squamous cell carcinoma	Relapse Free Survival	VUMC, VAMC, UTMDACC (1992-2005)	Chung	U133_X3P	Hs2.382840.1.S1_3p_x_at	28	0.607143	0.18989	-	-0.772984	0.744822	0.404758	1.50 [0.13 - 17.15]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE2837	Head and neck cancer	Squamous cell carcinoma	Relapse Free Survival	VUMC, VAMC, UTMDACC (1992-2005)	Chung	U133_X3P	Hs.180737.0.S1_3p_at	28	0.214286	0.117386	-	-0.851659	0.611136	-0.0866628	0.92 [0.66 - 1.28]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	jacob-00182-CANDF	Lung cancer	Adenocarcinoma	Overall Survival	CAN/DF	Shedden	HG-U133A	210192_at	82	0.158537	0.0217397	0.284122	1.98221	0.211782	0.792912	2.21 [0.64 - 7.67]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	jacob-00182-CANDF	Lung cancer	Adenocarcinoma	Overall Survival	CAN/DF	Shedden	HG-U133A	213106_at	82	0.231707	0.002949	0.0621249	-1.02569	0.351127	-0.180117	0.84 [0.57 - 1.22]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	HARVARD-LC	Lung cancer	Adenocarcinoma	Overall Survival	Harvard	Beer	HG-U95A	33267_at	84	0.797619	0.0606494	-	-0.75366	0.14616	-0.28594	0.75 [0.51 - 1.10]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	jacob-00182-HLM	Lung cancer	Adenocarcinoma	Overall Survival	HLM	Shedden	HG-U133A	210192_at	79	0.21519	0.00928951	0.152724	-0.755488	0.331945	-0.429726	0.65 [0.27 - 1.55]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	jacob-00182-HLM	Lung cancer	Adenocarcinoma	Overall Survival	HLM	Shedden	HG-U133A	213106_at	79	0.367089	0.00369131	0.0744004	-0.759078	0.110031	-0.339467	0.71 [0.47 - 1.08]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	jacob-00182-MSK	Lung cancer	Adenocarcinoma	Overall Survival	MSK	Shedden	HG-U133A	210192_at	104	0.105769	0.248762	-	-0.557267	0.410824	-0.487768	0.61 [0.19 - 1.96]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	jacob-00182-MSK	Lung cancer	Adenocarcinoma	Overall Survival	MSK	Shedden	HG-U133A	213106_at	104	0.375	0.000103544	0.00361138	-1.21512	0.0079184	-0.494114	0.61 [0.42 - 0.88]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE13213	Lung cancer	Adenocarcinoma	Overall Survival	Nagoya (1995-1999, 2002-2004)	Tomida	G4112F	A_23_P30075	117	0.119658	0.0132156	0.198708	-0.886355	0.0318803	-0.310788	0.73 [0.55 - 0.97]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE31210	Lung cancer	Adenocarcinoma	Overall Survival	NCCRI	Okayama	HG-U133_Plus_2	210192_at	204	0.117647	0.000387802	0.0113978	-1.32625	0.0168552	-0.572824	0.56 [0.35 - 0.90]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE31210	Lung cancer	Adenocarcinoma	Relapse Free Survival	NCCRI	Okayama	HG-U133_Plus_2	210192_at	204	0.117647	0.00301299	0.0632102	-0.939228	0.106598	-0.306496	0.74 [0.51 - 1.07]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE31210	Lung cancer	Adenocarcinoma	Overall Survival	NCCRI	Okayama	HG-U133_Plus_2	1569773_at	204	0.132353	3.36962e-05	0.00133346	-1.48518	0.000935754	-0.559024	0.57 [0.41 - 0.80]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE31210	Lung cancer	Adenocarcinoma	Relapse Free Survival	NCCRI	Okayama	HG-U133_Plus_2	1569773_at	204	0.431373	0.000569978	0.0158452	-0.929468	0.0187074	-0.299311	0.74 [0.58 - 0.95]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE31210	Lung cancer	Adenocarcinoma	Overall Survival	NCCRI	Okayama	HG-U133_Plus_2	213106_at	204	0.181373	6.60853e-06	0.000306804	-1.5146	8.10167e-06	-1.18664	0.31 [0.18 - 0.51]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE31210	Lung cancer	Adenocarcinoma	Relapse Free Survival	NCCRI	Okayama	HG-U133_Plus_2	213106_at	204	0.102941	1.31806e-05	0.00057357	-1.33129	3.00514e-06	-0.951002	0.39 [0.26 - 0.58]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	jacob-00182-UM	Lung cancer	Adenocarcinoma	Overall Survival	UM	Shedden	HG-U133A	213106_at	178	0.331461	0.0105336	0.167892	-0.50962	0.0571809	-0.266016	0.77 [0.58 - 1.01]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	jacob-00182-UM	Lung cancer	Adenocarcinoma	Overall Survival	UM	Shedden	HG-U133A	210192_at	178	0.168539	0.0708812	-	-0.461072	0.852873	-0.0527609	0.95 [0.54 - 1.66]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE3141	Lung cancer	NSCLC	Overall Survival	Duke	Bild	HG-U133_Plus_2	1569773_at	111	0.162162	0.131902	-	-0.486179	0.362214	-0.119739	0.89 [0.69 - 1.15]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE3141	Lung cancer	NSCLC	Overall Survival	Duke	Bild	HG-U133_Plus_2	213106_at	111	0.702703	0.0323905	0.372822	-0.663565	0.0990997	-0.239983	0.79 [0.59 - 1.05]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE3141	Lung cancer	NSCLC	Overall Survival	Duke	Bild	HG-U133_Plus_2	210192_at	111	0.810811	0.0434433	0.450645	0.599535	0.513718	0.0877358	1.09 [0.84 - 1.42]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE14814	Lung cancer	NSCLC	Overall Survival	JRB.10	Zhu	HG-U133A	213106_at	90	0.788889	0.233716	-	0.435478	0.983037	-0.00671948	0.99 [0.53 - 1.85]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE14814	Lung cancer	NSCLC	Disease Specific Survival	JRB.10	Zhu	HG-U133A	213106_at	90	0.788889	0.211341	-	0.513842	0.732591	0.119455	1.13 [0.57 - 2.24]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE14814	Lung cancer	NSCLC	Overall Survival	JRB.10	Zhu	HG-U133A	210192_at	90	0.422222	0.0459821	0.46692	0.689497	0.240711	0.95507	2.60 [0.53 - 12.82]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE14814	Lung cancer	NSCLC	Disease Specific Survival	JRB.10	Zhu	HG-U133A	210192_at	90	0.366667	0.0286111	0.343151	0.968742	0.137056	1.38428	3.99 [0.64 - 24.76]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE4716-GPL3696	Lung cancer	NSCLC	Overall Survival	Nagoya (1995-1996)	Tomida	GF201	4356	50	0.12	0.282412	-	-0.663204	0.757513	-0.132292	0.88 [0.38 - 2.03]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE8894	Lung cancer	NSCLC	Relapse Free Survival	Seoul (1995-2005)	Lee	HG-U133_Plus_2	210192_at	138	0.15942	0.00425392	0.0832976	-0.783727	0.581334	-0.141595	0.87 [0.52 - 1.44]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE8894	Lung cancer	NSCLC	Relapse Free Survival	Seoul (1995-2005)	Lee	HG-U133_Plus_2	1569773_at	138	0.369565	0.165198	-	-0.334872	0.18172	-4.25325	0.01 [0.00 - 7.31]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE8894	Lung cancer	NSCLC	Relapse Free Survival	Seoul (1995-2005)	Lee	HG-U133_Plus_2	213106_at	138	0.101449	0.113618	-	-0.560144	0.160901	-0.101304	0.90 [0.78 - 1.04]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE4573	Lung cancer	Squamous cell carcinoma	Overall Survival	Michigan (1991-2002)	Raponi	HG-U133A	210192_at	129	0.604651	0.0135988	0.202927	-0.683248	0.234133	-0.224153	0.80 [0.55 - 1.16]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE4573	Lung cancer	Squamous cell carcinoma	Overall Survival	Michigan (1991-2002)	Raponi	HG-U133A	213106_at	129	0.379845	0.0188179	0.256626	-0.57294	0.216753	-0.282286	0.75 [0.48 - 1.18]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE17710	Lung cancer	Squamous cell carcinoma	Relapse Free Survival	UNC	Wilkerson	Agilent-UNC-custom-4X44K	3996	56	0.107143	0.00133092	0.0323581	-1.38565	0.0136498	-0.719131	0.49 [0.28 - 0.86]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE17710	Lung cancer	Squamous cell carcinoma	Overall Survival	UNC	Wilkerson	Agilent-UNC-custom-4X44K	3996	56	0.107143	0.000210285	0.00671409	-1.58945	0.00226549	-1.0356	0.36 [0.18 - 0.69]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE9891	Ovarian cancer		Overall Survival	AOCS, RBH, WH, NKI-AVL (1992-2006)	Tothill	HG-U133_Plus_2	213106_at	278	0.888489	0.126866	-	0.435974	0.508285	0.0647623	1.07 [0.88 - 1.29]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE9891	Ovarian cancer		Overall Survival	AOCS, RBH, WH, NKI-AVL (1992-2006)	Tothill	HG-U133_Plus_2	210192_at	278	0.111511	0.00692116	0.121948	1.17522	0.402471	0.213615	1.24 [0.75 - 2.04]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE9891	Ovarian cancer		Overall Survival	AOCS, RBH, WH, NKI-AVL (1992-2006)	Tothill	HG-U133_Plus_2	1569773_at	278	0.827338	0.0471386	0.47416	-0.515018	0.437425	-0.584752	0.56 [0.13 - 2.44]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	DUKE-OC	Ovarian cancer		Overall Survival	Duke	Bild	HG-U133A	210192_at	133	0.849624	0.00193781	0.0441361	0.864528	0.0114865	4.1429	62.99 [2.54 - 1564.84]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	DUKE-OC	Ovarian cancer		Overall Survival	Duke	Bild	HG-U133A	213106_at	133	0.781955	0.00638143	0.11452	-0.983607	0.0781539	-0.202408	0.82 [0.65 - 1.02]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE8841	Ovarian cancer		Overall Survival	Milan (1992-2003)	Marchini	G4100A	15298	81	0.469136	0.137794	-	-0.806791	0.653227	0.17402	1.19 [0.56 - 2.54]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE26712	Ovarian cancer		Disease Free Survival	MSKCC (1990-2003)	Bonome	HG-U133_Plus_2	213106_at	185	0.227027	0.0507128	-	0.402618	0.521966	0.102959	1.11 [0.81 - 1.52]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE26712	Ovarian cancer		Disease Free Survival	MSKCC (1990-2003)	Bonome	HG-U133_Plus_2	210192_at	185	0.605405	0.0229953	0.295461	-0.383876	0.411585	-0.242564	0.78 [0.44 - 1.40]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE26712	Ovarian cancer		Overall Survival	MSKCC (1990-2003)	Bonome	HG-U133_Plus_2	213106_at	185	0.227027	0.0182179	0.250772	0.556864	0.235197	0.202697	1.22 [0.88 - 1.71]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE26712	Ovarian cancer		Overall Survival	MSKCC (1990-2003)	Bonome	HG-U133_Plus_2	210192_at	185	0.605405	0.0536623	-	-0.353882	0.76644	-0.0962038	0.91 [0.48 - 1.71]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE17260	Ovarian cancer		Overall Survival	Niigata (1997-2008)	Yoshihara	G4112A	A_23_P30075	110	0.236364	0.0903421	-	-0.547331	0.264704	-0.185805	0.83 [0.60 - 1.15]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE17260	Ovarian cancer		Progression Free Survival	Niigata (1997-2008)	Yoshihara	G4112A	A_23_P30075	110	0.445455	0.186389	-	-0.301652	0.463336	-0.0972321	0.91 [0.70 - 1.18]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE14764	Ovarian cancer		Overall Survival	TOC	Denkert	HG-U133A	210192_at	80	0.1125	0.00121472	0.0299878	-1.56117	0.961415	0.0106735	1.01 [0.66 - 1.56]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE14764	Ovarian cancer		Overall Survival	TOC	Denkert	HG-U133A	213106_at	80	0.2625	0.0360573	0.40001	1.24687	0.193087	0.285928	1.33 [0.87 - 2.05]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE19234	Skin cancer	Melanoma	Overall Survival	NYU	Bogunovic	HG-U133_Plus_2	1569773_at	38	0.394737	0.0692502	-	-0.853552	0.712868	-0.0814287	0.92 [0.60 - 1.42]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE19234	Skin cancer	Melanoma	Overall Survival	NYU	Bogunovic	HG-U133_Plus_2	213106_at	38	0.578947	0.00186414	0.0427533	-1.98865	0.00608249	-0.941398	0.39 [0.20 - 0.76]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE19234	Skin cancer	Melanoma	Overall Survival	NYU	Bogunovic	HG-U133_Plus_2	210192_at	38	0.763158	0.0722495	-	0.890607	0.698322	0.115684	1.12 [0.63 - 2.02]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE30929	Soft tissue cancer	Liposarcoma	Distant Recurrence Free Survival	MSKCC (1993-2008)	Gobble	HG-U133A	213106_at	140	0.828571	0.0176266	0.244928	-1.32009	0.0337861	-0.704654	0.49 [0.26 - 0.95]
GENE	ATP8A1	ATPase, aminophospholipid transporter (APLT), class I, type 8A, member 1	None	GSE30929	Soft tissue cancer	Liposarcoma	Distant Recurrence Free Survival	MSKCC (1993-2008)	Gobble	HG-U133A	210192_at	140	0.4	0.0129424	0.195675	-0.71944	0.15997	-1.23961	0.29 [0.05 - 1.63]

TYPE	ID_NAME	ID_DESCRIPTION	DATA_POSTPROCESSING	DATASET	CANCER TYPE	SUBTYPE	ENDPOINT	COHORT	CONTRIBUTOR	ARRAY TYPE	PROBE ID	N	CUTPOINT	MINIMUM P-VALUE	CORRECTED P-VALUE	ln(HR-high / HR-low)	COX P-VALUE	ln(HR)	HR [95% CI-low CI-upp]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE5287	Bladder cancer		Overall Survival	Aarhus (1995-2004)	Als	HG-U133A	205052_at	30	0.8	0.0129208	0.195433	-1.69024	0.0494018	-0.908512	0.40 [0.16 - 1.00]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE13507	Bladder cancer		Overall Survival	CNUH	Kim	Human-6 v2	ILMN_1740349	165	0.133333	0.00397194	0.0788781	-0.852934	0.0796159	-0.337799	0.71 [0.49 - 1.04]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE13507	Bladder cancer	Transitional cell carcinoma 	Disease Specific Survival	CNUH	Kim	Human-6 v2	ILMN_1740349	165	0.29697	2.03395e-05	0.000847994	-1.41603	0.00339092	-0.767769	0.46 [0.28 - 0.78]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE12417-GPL96	Blood cancer	AML	Overall Survival	AMLCG (1999-2003)	Metzeler	HG-U133A	205052_at	163	0.153374	0.228854	-	-0.304611	0.821354	0.0404414	1.04 [0.73 - 1.48]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE12417-GPL570	Blood cancer	AML	Overall Survival	AMLCG (2004)	Metzeler	HG-U133_Plus_2	205052_at	79	0.683544	0.0241971	0.306069	0.66065	0.217784	0.28013	1.32 [0.85 - 2.07]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE5122	Blood cancer	AML	Overall Survival	San Diego	Raponi	HG-U133A	205052_at	58	0.706897	0.0891396	-	-0.516151	0.810337	-0.0753174	0.93 [0.50 - 1.72]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE8970	Blood cancer	AML	Overall Survival	San Diego	Raponi	HG-U133A	205052_at	34	0.882353	0.0540369	-	-1.74165	0.695851	0.107262	1.11 [0.65 - 1.91]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE4475	Blood cancer	B-cell lymphoma	Overall Survival	Berlin (2003-2005)	Hummel	HG-U133A	205052_at	158	0.170886	0.0179881	0.24851	-0.645962	0.569475	-0.182899	0.83 [0.44 - 1.56]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	E-TABM-346	Blood cancer	DLBCL	Event Free Survival	GELA (1998-2000)	Jais	HG-U133A	205052_at	53	0.849057	0.000156973	0.00520274	1.4627	0.0327937	1.19429	3.30 [1.10 - 9.88]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	E-TABM-346	Blood cancer	DLBCL	Overall Survival	GELA (1998-2000)	Jais	HG-U133A	205052_at	53	0.849057	1.59567e-05	0.000681545	1.68217	0.0168404	1.49481	4.46 [1.31 - 15.19]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE16131-GPL96	Blood cancer	Follicular lymphoma	Overall Survival	NCI (1974-2001)	Dave	HG-U133A	205052_at	180	0.866667	0.0443946	0.456806	0.546999	0.612174	-0.15643	0.86 [0.47 - 1.57]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE2658	Blood cancer	Multiple myeloma	Disease Specific Survival	Arkansas	Zhan	HG-U133_Plus_2	205052_at	559	0.332737	0.00700734	0.123118	-0.53488	0.0210443	-0.582143	0.56 [0.34 - 0.92]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE4271-GPL96	Brain cancer	Astrocytoma	Overall Survival	MDA	Phillips	HG-U133A	205052_at	77	0.428571	0.0956811	-	-0.419534	0.896514	0.0635811	1.07 [0.41 - 2.78]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE7696	Brain cancer	Glioblastoma	Overall Survival	Lausanne	Murat	HG-U133_Plus_2	205052_at	70	0.585714	0.0134016	0.200761	0.661383	0.0853424	0.5207	1.68 [0.93 - 3.05]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	MGH-glioma	Brain cancer	Glioma	Overall Survival	CBTTB, MGH, BWH, CH	Nutt	HG-U95A	37616_at	50	0.88	0.23335	-	0.580114	0.624253	0.229498	1.26 [0.50 - 3.15]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE4412-GPL96	Brain cancer	Glioma	Overall Survival	UCLA (1996-2003)	Freije	HG-U133A	205052_at	74	0.121622	0.0038468	0.0768916	-1.10279	0.866646	-0.078709	0.92 [0.37 - 2.32]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE16581	Brain cancer	Meningioma	Overall Survival	UCLA	Lee	HG-U133_Plus_2	205052_at	67	0.686567	0.00937908	0.153837	1.65328	0.136941	2.15715	8.65 [0.50 - 148.40]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE19615	Breast cancer		Distant Metastasis Free Survival	DF/HCC	Li	HG-U133_Plus_2	205052_at	115	0.652174	0.0869344	-	-1.22972	0.37173	-0.627387	0.53 [0.13 - 2.12]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE3143	Breast cancer		Overall Survival	Duke	Bild	HG-U95A	37616_at	158	0.879747	0.0844464	-	-0.988399	0.55812	-0.220654	0.80 [0.38 - 1.68]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE7849	Breast cancer		Disease Free Survival	Duke (1990-2001)	Anders	HG-U95A	37616_at	76	0.368421	0.17065	-	0.858413	0.696915	0.32958	1.39 [0.26 - 7.30]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE12276	Breast cancer		Relapse Free Survival	EMC	Bos	HG-U133_Plus_2	205052_at	204	0.539216	0.21802	-	-0.172174	0.58821	-0.0949745	0.91 [0.64 - 1.28]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE6532-GPL570	Breast cancer		Relapse Free Survival	GUYT	Loi	HG-U133_Plus_2	205052_at	87	0.149425	0.0126439	0.192333	-1.04389	0.455927	-0.291889	0.75 [0.35 - 1.61]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE6532-GPL570	Breast cancer		Distant Metastasis Free Survival	GUYT	Loi	HG-U133_Plus_2	205052_at	87	0.149425	0.0126439	0.192333	-1.04389	0.455927	-0.291889	0.75 [0.35 - 1.61]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE9195	Breast cancer		Distant Metastasis Free Survival	GUYT2	Loi	HG-U133_Plus_2	205052_at	77	0.103896	0.000350106	0.0104381	-1.9881	0.0014236	-1.93295	0.14 [0.04 - 0.47]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE9195	Breast cancer		Relapse Free Survival	GUYT2	Loi	HG-U133_Plus_2	205052_at	77	0.103896	1.56368e-05	0.000669215	-2.09583	0.000580407	-1.81	0.16 [0.06 - 0.46]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE12093	Breast cancer		Distant Metastasis Free Survival	IO, NCI, TUM, CCF (1992-2000)	Zhang	HG-U133A	205052_at	136	0.867647	0.234176	-	0.6151	0.769617	-0.183236	0.83 [0.24 - 2.84]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE11121	Breast cancer		Distant Metastasis Free Survival	Mainz (1988-1998)	Schmidt	HG-U133A	205052_at	200	0.44	0.00682238	0.120602	-0.805985	0.135793	-0.588293	0.56 [0.26 - 1.20]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE1378	Breast cancer		Relapse Free Survival	MGH (1987-2000)	Ma	Arcturus 22k	21168	60	0.7	0.418957	-	-0.35179	0.913445	0.0306171	1.03 [0.59 - 1.79]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE1379	Breast cancer		Relapse Free Survival	MGH (1987-2000)	Ma	Arcturus 22k	21168	60	0.216667	0.000673972	0.0182704	-1.25254	0.0153881	-0.707265	0.49 [0.28 - 0.87]
GENE	AUH	AU RNA binding protein/enoyl-CoA hydratase	None	GSE9893	Breast cancer		Overall Survival	Montpellier, Bordeaux, Turin (1989-2001)	Chanrion	MLRG Human 21K V12.0	4665	155	0.83871	0.000368921	0.0109191	1.01275	0.000796624	0.343568	1.41 [1.15 - 1.72]
