TYPE	ID_NAME	ID_DESCRIPTION	DATA_POSTPROCESSING	DATASET	CANCER TYPE	SUBTYPE	ENDPOINT	COHORT	CONTRIBUTOR	ARRAY TYPE	PROBE ID	N	CUTPOINT	MINIMUM P-VALUE	CORRECTED P-VALUE	ln(HR-high / HR-low)	COX P-VALUE	ln(HR)	HR [95% CI-low CI-upp]
GENE	ABAT	4-aminobutyrate aminotransferase	None	E-TABM-158	Breast cancer		Distant Metastasis Free Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	209460_at	117	0.615385	0.0194583	0.262793	0.897142	0.319614	0.122757	1.13 [0.89 - 1.44]
GENE	ABAT	4-aminobutyrate aminotransferase	None	E-TABM-158	Breast cancer		Disease Specific Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	206527_at	117	0.760684	0.00207845	0.0467453	1.11813	0.130544	0.601007	1.82 [0.84 - 3.98]
GENE	ABAT	4-aminobutyrate aminotransferase	None	E-TABM-158	Breast cancer		Distant Metastasis Free Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	206527_at	117	0.760684	0.0470115	0.473369	0.80338	0.71622	0.159566	1.17 [0.50 - 2.77]
GENE	ABAT	4-aminobutyrate aminotransferase	None	E-TABM-158	Breast cancer		Overall Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	206527_at	117	0.760684	0.025969	0.321294	0.741036	0.395691	0.298985	1.35 [0.68 - 2.69]
GENE	ABAT	4-aminobutyrate aminotransferase	None	E-TABM-158	Breast cancer		Relapse Free Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	209459_s_at	117	0.57265	0.00618784	0.111813	0.853781	0.0395154	0.182546	1.20 [1.01 - 1.43]
GENE	ABAT	4-aminobutyrate aminotransferase	None	E-TABM-158	Breast cancer		Disease Specific Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	209459_s_at	117	0.700855	0.000646968	0.0176474	1.21769	0.00250644	0.330788	1.39 [1.12 - 1.73]
GENE	ABAT	4-aminobutyrate aminotransferase	None	E-TABM-158	Breast cancer		Disease Specific Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	209460_at	117	0.615385	0.000354698	0.0105559	1.31389	0.00342076	0.341662	1.41 [1.12 - 1.77]
GENE	ABAT	4-aminobutyrate aminotransferase	None	E-TABM-158	Breast cancer		Distant Metastasis Free Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	209459_s_at	117	0.495726	0.0317263	0.367734	0.864045	0.152453	0.160857	1.17 [0.94 - 1.46]
GENE	ABAT	4-aminobutyrate aminotransferase	None	E-TABM-158	Breast cancer		Overall Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	209459_s_at	117	0.57265	0.00618784	0.111813	0.853781	0.0395154	0.182546	1.20 [1.01 - 1.43]
GENE	ABAT	4-aminobutyrate aminotransferase	None	E-TABM-158	Breast cancer		Overall Survival	UCSF, CPMC (1989-1997)	Chin	HG-U133A	209460_at	117	0.897436	0.00653649	0.116672	1.03789	0.0351885	0.203828	1.23 [1.01 - 1.48]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE3494-GPL96	Breast cancer		Disease Specific Survival	Uppsala (1987-1989)	Miller	HG-U133A	209459_s_at	236	0.101695	0.032843	0.376259	-0.763013	0.1256	-0.185988	0.83 [0.65 - 1.05]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE3494-GPL96	Breast cancer		Disease Specific Survival	Uppsala (1987-1989)	Miller	HG-U133A	209460_at	236	0.101695	0.0072351	0.126191	-0.912348	0.0217121	-0.298541	0.74 [0.57 - 0.96]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE3494-GPL96	Breast cancer		Disease Specific Survival	Uppsala (1987-1989)	Miller	HG-U133A	206527_at	236	0.114407	0.232608	-	0.60908	0.906785	0.0305642	1.03 [0.62 - 1.72]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE4922-GPL96	Breast cancer		Disease Free Survival	Uppsala (1987-1989)	Ivshina	HG-U133A	209460_at	249	0.337349	0.0436211	0.451802	-0.434397	0.218816	-0.132579	0.88 [0.71 - 1.08]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE4922-GPL96	Breast cancer		Disease Free Survival	Uppsala (1987-1989)	Ivshina	HG-U133A	206527_at	249	0.11245	0.0718292	-	0.743513	0.786981	0.0566727	1.06 [0.70 - 1.60]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE4922-GPL96	Breast cancer		Disease Free Survival	Uppsala (1987-1989)	Ivshina	HG-U133A	209459_s_at	249	0.361446	0.0523887	-	-0.414766	0.137212	-0.15705	0.85 [0.69 - 1.05]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2990	Breast cancer		Relapse Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	209459_s_at	125	0.696	0.0401247	0.42853	-0.686215	0.333498	-0.100042	0.90 [0.74 - 1.11]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2990	Breast cancer		Relapse Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	209460_at	125	0.712	0.015505	0.223309	-0.850563	0.294466	-0.122802	0.88 [0.70 - 1.11]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2990	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	209459_s_at	54	0.444444	0.0373298	0.409109	-1.22106	0.0888885	-0.28839	0.75 [0.54 - 1.04]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2990	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	209460_at	125	0.224	0.0514529	-	1.32946	0.629787	0.0767796	1.08 [0.79 - 1.48]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2990	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	209460_at	54	0.111111	0.00345351	0.0705395	-1.93489	0.0533032	-0.408973	0.66 [0.44 - 1.01]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2990	Breast cancer		Relapse Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	206527_at	62	0.774194	0.278865	-	-0.631432	0.656004	-0.0817999	0.92 [0.64 - 1.32]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2990	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	206527_at	125	0.272	0.150907	-	-0.550696	0.927632	0.042798	1.04 [0.41 - 2.63]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2990	Breast cancer		Relapse Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	209459_s_at	62	0.612903	0.0204235	0.271936	-1.26883	0.073231	-0.249548	0.78 [0.59 - 1.02]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2990	Breast cancer		Relapse Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	206527_at	125	0.28	0.0424915	0.444402	-0.583222	0.537267	-0.231872	0.79 [0.38 - 1.66]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2990	Breast cancer		Relapse Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	209460_at	62	0.629032	0.02482	0.311476	-1.23643	0.0589447	-0.329342	0.72 [0.51 - 1.01]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2990	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	209459_s_at	125	0.232	0.118538	-	0.921121	0.641144	0.0653895	1.07 [0.81 - 1.41]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2990	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford	Sotiriou	HG-U133A	206527_at	54	0.333333	0.300602	-	0.784662	0.705806	-0.0842784	0.92 [0.59 - 1.42]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE7390	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	209460_at	198	0.752525	0.0429828	0.447634	-0.685813	0.164314	-0.101519	0.90 [0.78 - 1.04]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE7390	Breast cancer		Overall Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	209460_at	198	0.752525	0.00945752	0.154808	-1.00657	0.0646997	-0.13783	0.87 [0.75 - 1.01]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE7390	Breast cancer		Relapse Free Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	209459_s_at	198	0.888889	0.0385708	0.417826	-1.01451	0.558603	-0.0371971	0.96 [0.85 - 1.09]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE7390	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	206527_at	198	0.10101	0.22943	-	-0.435136	0.485088	-0.0698783	0.93 [0.77 - 1.13]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE7390	Breast cancer		Overall Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	206527_at	198	0.10101	0.0936417	-	-0.602437	0.26301	-0.113907	0.89 [0.73 - 1.09]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE7390	Breast cancer		Distant Metastasis Free Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	209459_s_at	198	0.257576	0.12327	-	-0.42238	0.400627	-0.0652681	0.94 [0.80 - 1.09]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE7390	Breast cancer		Relapse Free Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	209460_at	198	0.893939	0.0164277	0.23284	-1.313	0.186049	-0.0819582	0.92 [0.82 - 1.04]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE7390	Breast cancer		Overall Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	209459_s_at	198	0.257576	0.0630356	-	-0.527284	0.20494	-0.101678	0.90 [0.77 - 1.06]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE7390	Breast cancer		Relapse Free Survival	Uppsala, Oxford, Stockholm, IGR, GUYT, CRH (1980-1998)	Desmedt	HG-U133A	206527_at	198	0.106061	0.108626	-	-0.478093	0.0986321	-0.134591	0.87 [0.75 - 1.03]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE12945	Colorectal cancer		Overall Survival	Berlin	Staub	HG-U133A	209459_s_at	62	0.693548	0.187583	-	-0.981519	0.850504	-0.0363359	0.96 [0.66 - 1.41]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE12945	Colorectal cancer		Overall Survival	Berlin	Staub	HG-U133A	209460_at	62	0.483871	0.125493	-	-0.907766	0.537717	-0.146022	0.86 [0.54 - 1.37]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE12945	Colorectal cancer		Disease Free Survival	Berlin	Staub	HG-U133A	209460_at	51	0.372549	0.0322406	0.371678	-2.02995	0.995874	0.00190081	1.00 [0.49 - 2.06]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE12945	Colorectal cancer		Disease Free Survival	Berlin	Staub	HG-U133A	206527_at	51	0.843137	0.00174642	0.0405186	2.31741	0.061538	3.0947	22.08 [0.86 - 566.24]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE12945	Colorectal cancer		Overall Survival	Berlin	Staub	HG-U133A	206527_at	62	0.177419	0.0790489	-	15.3712	0.20169	1.42411	4.15 [0.47 - 36.98]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE12945	Colorectal cancer		Disease Free Survival	Berlin	Staub	HG-U133A	209459_s_at	51	0.490196	0.130041	-	-1.53819	0.993903	0.00228827	1.00 [0.56 - 1.80]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17536	Colorectal cancer		Disease Free Survival	MCC	Smith	HG-U133_Plus_2	209460_at	145	0.517241	0.0282303	0.34006	-0.757479	0.395164	-0.134029	0.87 [0.64 - 1.19]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17536	Colorectal cancer		Disease Specific Survival	MCC	Smith	HG-U133_Plus_2	206527_at	177	0.124294	0.0312624	0.36415	-0.722709	0.0315157	-1.14781	0.32 [0.11 - 0.90]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17536	Colorectal cancer		Overall Survival	MCC	Smith	HG-U133_Plus_2	209459_s_at	177	0.751412	0.121751	-	-0.457638	0.583968	-0.0438337	0.96 [0.82 - 1.12]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17536	Colorectal cancer		Overall Survival	MCC	Smith	HG-U133_Plus_2	206527_at	177	0.19209	0.03973	0.425833	-0.545896	0.0533981	-0.89811	0.41 [0.16 - 1.01]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17536	Colorectal cancer		Disease Free Survival	MCC	Smith	HG-U133_Plus_2	209459_s_at	145	0.544828	0.0798518	-	-0.609995	0.363733	-0.10126	0.90 [0.73 - 1.12]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17536	Colorectal cancer		Disease Free Survival	MCC	Smith	HG-U133_Plus_2	206527_at	145	0.8	0.0505942	-	-1.11896	0.211515	-0.844829	0.43 [0.11 - 1.62]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17536	Colorectal cancer		Disease Specific Survival	MCC	Smith	HG-U133_Plus_2	209460_at	177	0.740113	0.0530366	-	-0.693239	0.181401	-0.171491	0.84 [0.66 - 1.08]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17536	Colorectal cancer		Overall Survival	MCC	Smith	HG-U133_Plus_2	209460_at	177	0.819209	0.0376754	0.411552	-0.763868	0.515749	-0.0713306	0.93 [0.75 - 1.15]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17536	Colorectal cancer		Disease Specific Survival	MCC	Smith	HG-U133_Plus_2	209459_s_at	177	0.706215	0.029881	0.35332	-0.743643	0.187429	-0.120988	0.89 [0.74 - 1.06]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE14333	Colorectal cancer		Disease Free Survival	Melbourne	Jorissen	HG-U133_Plus_2	209460_at	226	0.632743	0.0326363	0.374692	-0.676953	0.48466	-0.065076	0.94 [0.78 - 1.12]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE14333	Colorectal cancer		Disease Free Survival	Melbourne	Jorissen	HG-U133_Plus_2	209459_s_at	226	0.561947	0.039099	0.42149	-0.615667	0.474149	-0.0649581	0.94 [0.78 - 1.12]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE14333	Colorectal cancer		Disease Free Survival	Melbourne	Jorissen	HG-U133_Plus_2	206527_at	226	0.80531	0.0311818	0.363524	-0.980319	0.695015	0.0919749	1.10 [0.69 - 1.74]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17537	Colorectal cancer		Disease Specific Survival	VMC	Smith	HG-U133_Plus_2	209460_at	49	0.142857	0.124458	-	15.2929	0.540054	0.163338	1.18 [0.70 - 1.99]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17537	Colorectal cancer		Overall Survival	VMC	Smith	HG-U133_Plus_2	206527_at	55	0.527273	0.0786708	-	-0.834444	0.4775	-0.724536	0.48 [0.07 - 3.58]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17537	Colorectal cancer		Disease Free Survival	VMC	Smith	HG-U133_Plus_2	209459_s_at	55	0.654545	0.0238203	0.302768	1.03615	0.0791421	0.297289	1.35 [0.97 - 1.88]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17537	Colorectal cancer		Disease Specific Survival	VMC	Smith	HG-U133_Plus_2	209459_s_at	49	0.285714	0.0816114	-	1.63246	0.432085	0.159611	1.17 [0.79 - 1.75]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17537	Colorectal cancer		Disease Free Survival	VMC	Smith	HG-U133_Plus_2	206527_at	55	0.2	0.0817849	-	1.61149	0.396722	0.928048	2.53 [0.30 - 21.64]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17537	Colorectal cancer		Disease Specific Survival	VMC	Smith	HG-U133_Plus_2	206527_at	49	0.204082	0.134056	-	1.44669	0.722751	0.450759	1.57 [0.13 - 18.93]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17537	Colorectal cancer		Overall Survival	VMC	Smith	HG-U133_Plus_2	209460_at	55	0.145455	0.155368	-	1.35266	0.965042	0.00879315	1.01 [0.68 - 1.49]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17537	Colorectal cancer		Disease Free Survival	VMC	Smith	HG-U133_Plus_2	209460_at	55	0.836364	0.00464359	0.0892829	1.42616	0.106742	0.35299	1.42 [0.93 - 2.19]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE17537	Colorectal cancer		Overall Survival	VMC	Smith	HG-U133_Plus_2	209459_s_at	55	0.272727	0.160225	-	0.853465	0.941589	0.0111121	1.01 [0.75 - 1.36]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE11595	Esophagus cancer	Adenocarcinoma	Overall Survival	Sutton	Giddings	CRUKDMF_22K_v1.0.0	171774	34	0.794118	0.0195727	0.263886	-2.03463	0.83194	-0.13174	0.88 [0.26 - 2.96]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE22138	Eye cancer	Uveal melanoma	Distant Metastasis Free Survival	BRCIC	Laurent	HG-U133_Plus_2	209459_s_at	63	0.619048	0.00829006	0.140068	-1.03019	0.233865	-0.180735	0.83 [0.62 - 1.12]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE22138	Eye cancer	Uveal melanoma	Distant Metastasis Free Survival	BRCIC	Laurent	HG-U133_Plus_2	206527_at	63	0.253968	0.00767447	0.132039	-0.908371	0.0951405	-14.9463	0.00 [0.00 - 13.56]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE22138	Eye cancer	Uveal melanoma	Distant Metastasis Free Survival	BRCIC	Laurent	HG-U133_Plus_2	209460_at	63	0.746032	0.0770854	-	-0.776347	0.325829	-0.156627	0.86 [0.63 - 1.17]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2837	Head and neck cancer	Squamous cell carcinoma	Relapse Free Survival	VUMC, VAMC, UTMDACC (1992-2005)	Chung	U133_X3P	g9963907_3p_s_at	28	0.392857	0.0484442	0.482205	-1.02621	0.352921	-0.443717	0.64 [0.25 - 1.64]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE2837	Head and neck cancer	Squamous cell carcinoma	Relapse Free Survival	VUMC, VAMC, UTMDACC (1992-2005)	Chung	U133_X3P	g4501846_3p_at	28	0.607143	0.348809	-	-0.51911	0.28785	1.14974	3.16 [0.38 - 26.31]
GENE	ABAT	4-aminobutyrate aminotransferase	None	jacob-00182-CANDF	Lung cancer	Adenocarcinoma	Overall Survival	CAN/DF	Shedden	HG-U133A	209459_s_at	82	0.243902	0.111337	-	0.754192	0.819019	-0.035063	0.97 [0.72 - 1.30]
GENE	ABAT	4-aminobutyrate aminotransferase	None	jacob-00182-CANDF	Lung cancer	Adenocarcinoma	Overall Survival	CAN/DF	Shedden	HG-U133A	209460_at	82	0.378049	0.175802	-	-0.455373	0.642603	-0.0792613	0.92 [0.66 - 1.29]
GENE	ABAT	4-aminobutyrate aminotransferase	None	jacob-00182-CANDF	Lung cancer	Adenocarcinoma	Overall Survival	CAN/DF	Shedden	HG-U133A	206527_at	82	0.109756	0.044114	0.454997	1.79044	0.535406	0.329988	1.39 [0.49 - 3.95]
GENE	ABAT	4-aminobutyrate aminotransferase	None	jacob-00182-HLM	Lung cancer	Adenocarcinoma	Overall Survival	HLM	Shedden	HG-U133A	209459_s_at	79	0.658228	0.00401546	0.0795653	-0.829219	0.00635491	-0.321583	0.73 [0.58 - 0.91]
GENE	ABAT	4-aminobutyrate aminotransferase	None	jacob-00182-HLM	Lung cancer	Adenocarcinoma	Overall Survival	HLM	Shedden	HG-U133A	209460_at	79	0.139241	0.000551836	0.0154145	-1.18239	0.00663513	-0.374839	0.69 [0.52 - 0.90]
GENE	ABAT	4-aminobutyrate aminotransferase	None	jacob-00182-HLM	Lung cancer	Adenocarcinoma	Overall Survival	HLM	Shedden	HG-U133A	206527_at	79	0.746835	0.0560292	-	-0.597232	0.255528	-0.572837	0.56 [0.21 - 1.51]
GENE	ABAT	4-aminobutyrate aminotransferase	None	jacob-00182-MSK	Lung cancer	Adenocarcinoma	Overall Survival	MSK	Shedden	HG-U133A	206527_at	104	0.115385	0.0145114	0.212805	-0.993016	0.149266	-0.950587	0.39 [0.11 - 1.41]
GENE	ABAT	4-aminobutyrate aminotransferase	None	jacob-00182-MSK	Lung cancer	Adenocarcinoma	Overall Survival	MSK	Shedden	HG-U133A	209459_s_at	104	0.471154	5.68895e-06	0.000267709	-1.54654	0.000184527	-0.508515	0.60 [0.46 - 0.79]
GENE	ABAT	4-aminobutyrate aminotransferase	None	jacob-00182-MSK	Lung cancer	Adenocarcinoma	Overall Survival	MSK	Shedden	HG-U133A	209460_at	104	0.269231	1.11359e-05	0.000492498	-1.35301	0.00021096	-0.607199	0.54 [0.40 - 0.75]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE13213	Lung cancer	Adenocarcinoma	Overall Survival	Nagoya (1995-1999, 2002-2004)	Tomida	G4112F	A_23_P152505	117	0.316239	0.00689194	0.12155	-0.764381	0.0944625	-0.233572	0.79 [0.60 - 1.04]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE13213	Lung cancer	Adenocarcinoma	Overall Survival	Nagoya (1995-1999, 2002-2004)	Tomida	G4112F	A_24_P330684	117	0.119658	0.160075	-	-0.537476	0.811915	-0.0363984	0.96 [0.71 - 1.30]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE31210	Lung cancer	Adenocarcinoma	Overall Survival	NCCRI	Okayama	HG-U133_Plus_2	209460_at	204	0.127451	0.0115089	0.179375	-1.00293	0.202137	-0.324601	0.72 [0.44 - 1.19]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE31210	Lung cancer	Adenocarcinoma	Relapse Free Survival	NCCRI	Okayama	HG-U133_Plus_2	209460_at	204	0.181373	5.22568e-06	0.000247782	-1.2136	0.0264733	-0.423819	0.65 [0.45 - 0.95]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE31210	Lung cancer	Adenocarcinoma	Overall Survival	NCCRI	Okayama	HG-U133_Plus_2	209459_s_at	204	0.348039	0.000874173	0.0227616	-1.17593	0.0680103	-0.54272	0.58 [0.32 - 1.04]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE31210	Lung cancer	Adenocarcinoma	Relapse Free Survival	NCCRI	Okayama	HG-U133_Plus_2	209459_s_at	204	0.284314	1.20391e-07	7.63444e-06	-1.34976	0.00146958	-0.717189	0.49 [0.31 - 0.76]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE31210	Lung cancer	Adenocarcinoma	Overall Survival	NCCRI	Okayama	HG-U133_Plus_2	206527_at	204	0.504902	0.101991	-	0.610254	0.409156	0.318995	1.38 [0.64 - 2.93]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE31210	Lung cancer	Adenocarcinoma	Relapse Free Survival	NCCRI	Okayama	HG-U133_Plus_2	206527_at	204	0.872549	0.147084	-	-0.736784	0.54831	0.164001	1.18 [0.69 - 2.01]
GENE	ABAT	4-aminobutyrate aminotransferase	None	jacob-00182-UM	Lung cancer	Adenocarcinoma	Overall Survival	UM	Shedden	HG-U133A	209459_s_at	178	0.185393	1.73579e-05	0.000735252	-0.923992	0.000387823	-0.340872	0.71 [0.59 - 0.86]
GENE	ABAT	4-aminobutyrate aminotransferase	None	jacob-00182-UM	Lung cancer	Adenocarcinoma	Overall Survival	UM	Shedden	HG-U133A	209460_at	178	0.589888	2.02386e-05	0.000844211	-0.91401	3.68093e-05	-0.431198	0.65 [0.53 - 0.80]
GENE	ABAT	4-aminobutyrate aminotransferase	None	jacob-00182-UM	Lung cancer	Adenocarcinoma	Overall Survival	UM	Shedden	HG-U133A	206527_at	178	0.325843	0.113113	-	0.341283	0.283121	0.410568	1.51 [0.71 - 3.19]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE11117	Lung cancer	NSCLC	Overall Survival	Basel (2002-2005)	Baty	Novachip human 34.5k	H200017772	41	0.780488	0.00591655	0.107978	1.1842	0.605506	0.200617	1.22 [0.57 - 2.62]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE3141	Lung cancer	NSCLC	Overall Survival	Duke	Bild	HG-U133_Plus_2	209460_at	111	0.144144	0.000818894	0.0215423	-1.08482	0.228957	-0.140885	0.87 [0.69 - 1.09]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE3141	Lung cancer	NSCLC	Overall Survival	Duke	Bild	HG-U133_Plus_2	209459_s_at	111	0.864865	0.00869572	0.145259	-1.43297	0.147472	-0.201168	0.82 [0.62 - 1.07]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE3141	Lung cancer	NSCLC	Overall Survival	Duke	Bild	HG-U133_Plus_2	206527_at	111	0.738739	0.105514	-	0.450409	0.670115	0.136477	1.15 [0.61 - 2.15]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE14814	Lung cancer	NSCLC	Overall Survival	JRB.10	Zhu	HG-U133A	209459_s_at	90	0.755556	0.158964	-	0.477389	0.931746	-0.029813	0.97 [0.49 - 1.92]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE14814	Lung cancer	NSCLC	Disease Specific Survival	JRB.10	Zhu	HG-U133A	209459_s_at	90	0.177778	0.230931	-	-0.514443	0.869506	-0.0674042	0.93 [0.42 - 2.09]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE14814	Lung cancer	NSCLC	Disease Specific Survival	JRB.10	Zhu	HG-U133A	209460_at	90	0.377778	0.291021	-	-0.392103	0.846516	-0.0763287	0.93 [0.43 - 2.01]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE14814	Lung cancer	NSCLC	Overall Survival	JRB.10	Zhu	HG-U133A	209460_at	90	0.777778	0.222189	-	0.423271	0.924045	0.0310364	1.03 [0.54 - 1.95]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE14814	Lung cancer	NSCLC	Overall Survival	JRB.10	Zhu	HG-U133A	206527_at	90	0.555556	0.150441	-	-0.487101	0.762594	0.181952	1.20 [0.37 - 3.91]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE14814	Lung cancer	NSCLC	Disease Specific Survival	JRB.10	Zhu	HG-U133A	206527_at	90	0.522222	0.148821	-	-0.557159	0.729043	0.235161	1.27 [0.33 - 4.79]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE8894	Lung cancer	NSCLC	Relapse Free Survival	Seoul (1995-2005)	Lee	HG-U133_Plus_2	209460_at	138	0.115942	0.000253206	0.00788923	-1.08987	0.158372	-0.142053	0.87 [0.71 - 1.06]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE8894	Lung cancer	NSCLC	Relapse Free Survival	Seoul (1995-2005)	Lee	HG-U133_Plus_2	209459_s_at	138	0.108696	0.00657631	0.117222	-0.873901	0.118893	-0.125499	0.88 [0.75 - 1.03]
GENE	ABAT	4-aminobutyrate aminotransferase	None	GSE8894	Lung cancer	NSCLC	Relapse Free Survival	Seoul (1995-2005)	Lee	HG-U133_Plus_2	206527_at	138	0.282609	0.033248	0.379314	-0.523483	0.71861	-0.258497	0.77 [0.19 - 3.15]
